"Pos","Driver","Location","Region","Club","Starts","Wins","Avg Start","Avg Finish","Avg Pts per Race","Top 25%","Avg Field Size","Laps","Laps Lead","Avg Inc","Class","iRating","ttRating","Club Pts","Total Pts","CustId"
"6983","Nathaniel Grigg2","US","Region 1","Carolina","88","9","6","6","46","22","12","1776","158","2.3","B 3.79","1383","1350","13","4037","525566"
"6984","Tony Stevens","US","Region 1","Carolina","57","3","7","7","41","10","13","1740","82","5.09","B 2.16","1382","1350","139","2324","18093"
"6985","Justin Cox","US","Region 5","Illinois","177","12","8","8","40","27","13","4538","421","2.68","B 2.71","1382","1350","279","7067","89192"
"6986","Brandon Anglemyer","US","Region 4","Pennsylvania","54","1","8","7","41","9","14","1443","32","3.11","B 3.24","1382","1221","22","2236","117078"
"6987","Alexander Galahov","FI","N/A","Central-Eastern Europe","1","0","5","5","59","0","11","25","0","6","B 2.12","1382","1350","19","59","235939"
"6988","David Sitler","US","Region 4","Pennsylvania","5","0","6","5","38","1","10","112","0","2","B 2.82","1382","1350","2","190","265976"
"6989","Eric Burgess","US","Region 2","Virginias","145","6","7","7","37","18","12","4252","169","4.01","B 2.25","1382","1350","326","5357","291538"
"6990","Jake Hixson","US","Region 5","New England","45","3","7","6","40","11","12","914","48","1.96","B 2.36","1382","1277","98","1808","293609"
"6991","Kyle Wellman","US","Region 2","Ohio","74","9","7","7","43","19","12","1892","189","3.89","B 2.18","1382","1350","126","3201","314610"
"6992","Jason Phillips6","US","Region 1","Mid-South","60","4","6","6","37","10","11","1530","107","1.97","B 3.60","1382","1350","21","2193","341029"
"6993","Ray Polking","US","Region 4","Indiana","25","0","8","7","41","4","12","626","2","0.96","B 3.63","1382","1350","20","1024","407509"
"6994","Cody Schanz","US","Region 4","Great Plains","38","3","7","7","41","8","12","814","98","2.42","B 2.13","1382","1264","16","1544","419186"
"6995","Elliott Vining","US","Region 1","Carolina","47","3","7","7","40","10","12","1151","63","2.98","B 2.39","1382","1213","65","1861","429798"
"6996","Joseph Fraley","US","Region 2","Virginias","68","0","7","7","34","3","12","1508","45","3.21","B 3.31","1382","1091","92","2329","443714"
"6997","Zach Reinke","US","N/A","Midwest","9","2","8","8","43","2","15","266","63","2.44","B 3.75","1381","1350","8","385","128988"
"6998","Kyle Kammer","US","N/A","Indiana","5","0","5","6","40","1","12","133","6","2","B 2.44","1381","1350","8","198","201017"
"6999","Todd Hobson","AU","Region 1","Australia/NZ","4","0","6","6","40","0","11","80","0","5","B 2.14","1381","1350","5","159","261785"
"7000","Lee Sparham","GB","N/A","UK and I","1","0","9","5","54","0","13","30","0","2","B 2.58","1381","1350","13","54","269963"
"7001","Adam Linde","AU","Region 1","Australia/NZ","139","16","7","6","37","28","11","2830","313","3.64","B 2.63","1381","1249","65","5211","345000"
"7002","Lucas Choate","US","Region 4","Great Plains","449","25","8","7","35","70","12","11251","704","3.33","B 3.54","1381","1367","510","15739","371943"
"7003","Brent Mack Wall","US","Region 1","Mid-South","76","8","6","7","38","18","12","1688","196","3.58","B 2.01","1381","1350","26","2898","379403"
"7004","Marlon Bongalon","US","Region 4","Great Plains","25","1","6","7","45","5","12","691","34","1.76","B 3.51","1381","1350","9","1118","409486"
"7005","Jarrett Dean","US","Region 2","California Club","34","1","7","6","36","7","12","723","18","2.88","B 2.26","1381","1137","11","1238","443480"
"7006","Travis Trussell","US","Region 2","Virginias","92","8","8","7","49","17","12","2680","295","1.65","A 3.95","1380","1350","522","4462","18628"
"7007","Robert Rose","US","Region 3","West","20","1","10","7","42","1","13","560","20","1.5","B 2.54","1380","1196","0","839","23580"
"7008","John Ash","AU","Region 1","Australia/NZ","4","0","9","9","47","0","17","151","0","3","A 2.35","1380","1350","8","188","118168"
"7009","Bob Cullen","US","N/A","Midwest","11","0","6","6","41","1","13","283","0","3.64","B 2.33","1380","1350","19","446","157122"
"7010","John Beatty Jr","US","Region 4","Pennsylvania","9","0","9","7","44","1","13","271","19","2","B 2.94","1380","1350","17","395","195406"
"7011","Daniel Petters","GB","Region 3","UK and I","51","4","7","7","43","7","12","982","61","1.8","B 3.44","1380","1350","313","2168","214692"
"7012","Matthew Molnar","CA","Region 2","Canada","7","2","5","7","42","3","13","158","51","4","A 2.35","1380","1350","8","292","216420"
"7013","Hugh Bunker","US","Region 1","Carolina","44","3","5","7","40","10","12","947","130","1.82","B 3.35","1380","1294","11","1742","270729"
"7014","Timothy Monroe","US","Region 5","Illinois","49","0","9","7","38","4","12","1272","11","3.47","B 2.48","1380","1223","18","1879","401768"
"7015","Johnathan Fortin","US","Region 1","Florida","58","6","6","7","39","15","13","1245","127","3.17","B 2.59","1380","1350","15","2273","445529"
"7016","Doyle Lowrance","US","Region 2","Texas","35","4","5","8","43","8","13","776","205","2.86","A 2.76","1379","1198","81","1519","17642"
"7017","Donavin Wiest","US","Region 4","Great Plains","96","5","8","7","44","19","13","2343","125","2.19","A 3.16","1379","1263","0","4256","35506"
"7018","Adam Cabot","US","Region 6","New Jersey","2","0","4","6","41","1","14","35","0","2","B 2.13","1379","1350","8","82","38050"
"7019","Greg Bardsley2","NZ","Region 1","Australia/NZ","110","3","7","6","36","12","11","2631","82","2.6","B 3.31","1379","1350","150","3912","238659"
"7020","Tyler McWhorter","US","Region 3","Georgia","259","24","6","6","46","51","11","6631","592","1.61","B 2.33","1379","1350","354","11809","268665"
"7021","Greg Peavler","US","Region 4","Indiana","28","2","8","7","39","3","12","727","50","2.36","B 2.71","1379","1181","40","1083","309296"
"7022","Deegan Kuecker","US","Region 2","California Club","355","16","7","7","36","78","13","7794","708","3.89","B 2.27","1379","1190","257","12860","352941"
"7023","Kyle Wills","US","Region 3","West","47","6","7","7","41","11","12","1137","208","2.85","B 2.30","1379","1350","128","1932","363528"
"7024","Stephen Peplinski","US","Region 1","Florida","112","11","7","7","42","20","13","2845","360","4.66","B 1.54","1379","1350","288","4706","363860"
"7025","Justin LaDuke","US","Region 1","Carolina","15","1","9","9","44","3","16","529","52","3.73","A 2.32","1378","1350","14","660","37942"
"7026","Alexander Boes","US","Region 2","Ohio","12","0","7","7","42","3","13","330","8","2.83","B 2.45","1378","1350","44","499","61072"
"7027","Charles Baccio","FR","N/A","France","23","1","7","5","38","4","10","460","1","1.74","B 2.73","1378","1148","220","882","214279"
"7028","Eric Uhl","US","Region 4","Northwest","79","2","8","7","38","16","13","1802","42","3.85","B 1.78","1378","1126","75","3008","256185"
"7029","Brendon Clark","US","Region 4","Great Plains","42","3","6","6","38","12","12","939","96","2.76","B 2.55","1378","1350","45","1609","270050"
"7030","John Eddowes","GB","Region 3","UK and I","25","0","6","6","40","2","11","717","16","2.88","B 2.65","1378","1350","148","998","303401"
"7031","Brian LaRue","US","Region 3","Midwest","27","1","7","6","39","5","12","617","34","2.15","B 2.50","1378","1180","21","1063","332952"
"7032","Derrike Grigsby","US","Region 1","Carolina","74","5","6","7","40","12","12","1769","163","2.62","B 2.82","1378","1224","130","2955","373474"
"7033","Travis Ramsdale","AU","Region 1","Australia/NZ","394","31","7","7","34","73","12","8461","1042","3.91","B 2.23","1378","1350","93","13395","383633"
"7034","Ryan Foncannon","US","Region 1","Mid-South","73","1","7","6","41","12","12","1915","44","3.37","B 3.23","1378","1350","22","2993","484321"
"7035","Gerald Carrell","US","N/A","Northwest","4","0","8","5","43","0","10","97","0","0","B 3.47","1377","1231","0","170","86525"
"7036","Dewey Hall","US","Region 1","Florida","12","3","4","7","42","5","13","251","48","2.33","B 2.74","1377","1350","33","501","89808"
"7037","Michael Smith45","US","Region 4","Northwest","36","1","9","7","37","2","12","1038","40","2.33","B 3.02","1377","1350","98","1334","226373"
"7038","Michael Temple2","GB","Region 3","UK and I","81","2","7","7","41","14","12","1846","54","2.47","A 2.29","1377","1350","665","3338","268820"
"7039","Benjamin Parsons","US","Region 4","Great Plains","155","0","9","8","35","9","12","4092","13","3.81","B 2.40","1377","1350","833","5479","291822"
"7040","Josh Butler","US","Region 3","Georgia","46","1","6","6","41","4","11","854","20","2.13","B 2.50","1377","1236","69","1888","320615"
"7041","Justin Gorges2","US","Region 3","Midwest","56","2","7","7","41","8","12","1375","32","3.68","B 2.54","1377","1185","7","2299","478216"
"7042","Mark Allen","US","Region 1","Florida","2","0","2","2","30","1","7","50","0","3","B 2.56","1376","1350","2","59","16798"
"7043","Duane Franklund","US","Region 3","Midwest","44","0","6","7","44","7","12","1122","37","2.23","B 3.55","1376","1350","56","1938","27339"
"7044","Gregory Ruark","US","Region 1","Mid-South","7","0","8","6","43","1","13","215","8","2.86","A 3.18","1376","1350","5","299","55495"
"7045","Jeremy Webber","US","Region 5","New England","121","15","6","7","38","34","12","2533","358","2.66","B 3.07","1376","1350","237","4599","66640"
"7046","Dennis Crosby","US","Region 3","Texas","48","0","7","7","40","6","13","1238","10","2.63","B 3.50","1376","1230","33","1915","72168"
"7047","Jimmie Riggs","US","Region 4","Northwest","50","2","7","7","37","10","14","1325","121","4.64","B 2.69","1376","1350","99","1847","205488"
"7048","Curtis Martin2","CA","N/A","Canada","17","1","9","6","38","2","13","507","33","4","B 2.57","1376","1350","23","644","223722"
"7049","Tim Rogers","US","N/A","New York","19","1","6","6","40","4","11","424","43","1.89","B 2.45","1376","1350","33","756","246640"
"7050","Kevin Peters3","US","N/A","Texas","454","10","8","8","30","48","12","10125","369","2.91","A 2.48","1376","1249","3071","13555","281727"
"7051","Dwayne Elliott","US","Region 1","Carolina","193","16","5","6","33","40","12","3623","418","2.2","A 2.50","1376","1277","38","6307","411843"
"7052","Brian Evans5","US","Region 1","Mid-South","153","18","7","7","41","41","13","3539","540","3.78","B 2.52","1376","1350","305","6347","467912"
"7053","Michael Brown47","AU","Region 1","Australia/NZ","49","6","6","6","42","12","11","926","122","2.61","B 2.45","1376","1350","4","2080","491772"
"7054","Brett Bortle","US","N/A","Carolina","25","1","7","7","41","5","12","579","40","2.64","A 2.54","1375","1350","7","1018","156240"
"7055","Shawn Evans","US","Region 3","Midwest","29","2","7","6","37","5","12","803","31","2.41","A 2.50","1375","1350","44","1075","169833"
"7056","Jamie Hall2","GB","N/A","UK and I","2","0","10","7","48","0","14","49","0","5","B 2.37","1375","1350","10","96","184344"
"7057","Jason Chilton","US","Region 5","Atlantic","424","21","7","7","43","70","13","9197","547","2.99","A 2.70","1375","1201","2146","18241","215852"
"7058","Patrick Desaulnier","US","Region 5","New England","2","0","7","5","44","0","10","80","0","1","A 2.31","1375","1350","5","88","246004"
"7059","Kollin Hibdon","US","Region 3","West","114","15","8","7","38","26","12","2479","415","2.98","B 2.58","1375","1350","176","4379","283525"
"7060","Jonathan matherly","US","Region 3","Texas","182","5","6","6","31","24","11","3731","102","2.71","B 3.29","1375","1185","234","5678","299172"
"7061","Bruce Noles","US","Region 4","Indiana","171","10","8","6","29","27","11","3380","250","2.07","A 2.42","1375","1403","257","4995","346390"
"7062","Kaleb Guess","US","Region 4","Indiana","40","2","10","8","42","4","13","1004","63","3.55","B 2.41","1375","1215","116","1672","347085"
"7063","Skye McGuirk","US","Region 4","Great Plains","113","8","6","7","31","22","12","2376","316","3.29","B 2.32","1375","1350","161","3480","379994"
"7064","Brandon Davis9","US","Region 2","Ohio","24","0","7","6","41","1","11","535","11","2.5","B 2.61","1375","1229","2","994","439985"
"7065","Skylar Carel","US","Region 4","Great Plains","56","3","8","7","38","9","12","1235","59","3","B 2.60","1375","1350","3","2153","440655"
"7066","Joshua Landrum","US","Region 1","Florida","41","3","7","7","38","7","14","1057","107","2.88","B 3.17","1375","1234","48","1553","481024"
"7067","Jack Milthorpe ","AU","Region 1","Australia/NZ","49","11","6","7","47","15","13","882","233","1.55","B 3.65","1375","1198","7","2326","511005"
"7068","Brian Cross","US","Region 3","West","117","4","7","7","38","19","13","2859","148","2.85","A 2.53","1374","1273","512","4429","15536"
"7069","Vincent Skilbeck","AU","N/A","Australia/NZ","53","0","8","7","36","6","13","1414","15","4.3","B 2.46","1374","1179","30","1900","188182"
"7070","David E Knowles","US","Region 2","Virginias","3","0","7","8","43","1","16","72","0","3.33","B 2.44","1374","1350","7","128","190864"
"7071","Joseph Church","US","Region 1","New York","4","0","9","7","41","1","13","130","0","8","B 2.12","1374","1111","11","165","211562"
"7072","Joshua Collins2","US","Region 3","Texas","90","3","8","7","39","11","13","2628","116","3.53","A 2.54","1374","1350","283","3509","308594"
"7073","Tim Jimmink","NZ","Region 1","Australia/NZ","71","3","7","7","46","14","13","1698","64","2.42","B 3.54","1374","1350","5","3248","502671"
"7074","Mike Kline2","US","Region 4","Pennsylvania","80","2","9","7","37","7","13","2055","77","3.18","B 2.36","1373","1350","34","2937","190684"
"7075","Michael Schlegelmilch","US","Region 3","West","8","1","6","7","40","2","12","168","26","4.5","B 2.19","1373","1350","14","317","248971"
"7076","Noel Crump","NZ","Region 1","Australia/NZ","386","17","6","6","40","53","10","7883","329","2.51","B 2.33","1373","1317","40","15477","312373"
"7077","Matthew Bury","US","Region 5","Atlantic","650","44","7","7","33","121","12","14345","1211","3.1","A 2.42","1373","1293","1383","21627","389682"
