"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
"27","James Rotruck","794","0","Atlantic","US","3786","5","18","27","111","4","46","2","8","742","3","5","254321"
"28","Trevor Throne","788","0","Illinois","US","6727","6","14","23","59","2","64","2","8","589","1","6","239931"
"29","Josh Vinci","770","0","Ohio","US","2715","4","17","23","74","2","48","3","8","640","6","4","263898"
"30","Austen Semmelmann2","756","0","Midwest","US","6343","2","7","8","73","3","10","1","6","240","2","2","269057"
"31","Jordan Casey","748","0","Midwest","US","7146","3","28","31","391","13","40","2","6","877","14","3","333265"
"32","David Brown21","740","0","Midwest","US","2531","4","16","20","28","1","28","3","8","583","2","4","271688"
"33","Christopher Geigle","705","0","Midwest","US","3583","5","11","15","14","0","42","2","8","438","1","6","304938"
"34","EJ Jones","701","0","Texas","US","4206","5","6","10","0","0","16","1","8","287","0","6","296654"
"35","Josh Robertson2","693","0","Ohio","US","3287","6","17","29","1","1","74","2","8","805","0","6","269488"
"36","TJ McGuire","688","0","Great Plains","US","2427","5","5","9","0","0","22","2","8","259","0","6","301926"
"37","Brad Nichols","681","0","Indiana","US","3452","4","27","39","166","6","68","3","8","1131","2","4","255299"
"38","Charles Silvis","660","0","Pennsylvania","US","1843","5","7","11","0","0","12","3","8","300","0","6","225483"
"39","Jeremy D Elliotte","654","0","Mid-South","US","3479","4","15","18","83","3","36","2","7","515","1","4","146184"
"40","Andrew Towne2","649","0","Northwest","US","1808","4","15","19","116","3","42","4","8","570","4","4","243526"
"41","Blake L Brown","647","0","Midwest","US","5333","4","17","21","152","2","48","1","5","577","7","3","302504"
"42","Evan Seay","631","0","Carolina","US","8887","3","11","13","94","3","38","1","5","390","4","3","330143"
"43","Daniel L Powell","619","0","Mid-South","US","4306","5","7","13","29","1","18","2","7","348","1","4","324708"
"44","Derek Fedkenheuer","616","0","Midwest","US","3783","6","11","19","67","1","38","2","8","434","3","6","288923"
"45","Al Balducci","615","0","New York","US","4997","6","18","43","84","2","88","5","8","1067","4","6","251703"
"46","Chris K McGuire","615","0","Mid-South","US","6012","2","12","12","199","6","14","1","5","360","6","2","234317"
"47","Dylan R. Houser","613","0","Florida","US","7680","2","16","17","267","10","34","1","4","480","6","3","268611"
"48","Robert Fletcher3","612","0","Mid-South","US","4882","5","11","20","30","1","44","3","8","563","1","6","342161"
"49","Tommy Bush","601","0","Northwest","US","4807","6","16","36","58","2","98","5","8","944","2","6","306311"
"50","Alex A Bergeron","598","0","Canada","CA","8534","1","9","9","144","6","14","1","4","270","5","2","246298"
"51","Jason Martin7","590","0","Northwest","US","2521","6","11","27","66","2","70","5","8","739","1","5","272446"
"52","Michael Luna","590","0","Mid-South","US","1730","6","12","21","35","1","54","4","8","538","2","5","62902"
"53","Kendal Tucker","587","0","Carolina","US","8447","2","6","6","118","3","12","1","4","180","4","2","268718"
"54","Austin J Yarbrough","584","0","Georgia","US","4731","4","15","20","95","5","90","2","4","563","2","5","184376"
"55","Mike Crawn","575","0","Pennsylvania","US","3269","6","9","14","5","1","20","4","6","364","0","5","312832"
"56","George Fehrenbacher","569","0","Indiana","US","4059","5","4","8","30","1","18","2","6","227","1","4","254228"
"57","Tyler Schell","566","0","Pennsylvania","US","7586","3","9","10","102","3","18","1","4","290","4","3","287779"
"58","Matthew Zumwalt","560","0","Midwest","US","1968","5","6","9","0","0","16","4","8","269","0","7","310476"
"59","Benji Killian","559","0","Texas","US","4359","4","17","22","236","8","38","5","8","630","9","3","341750"
"60","Jason Salter","555","0","Mid-South","US","5373","2","6","6","90","4","12","1","5","180","3","3","283110"
"61","Tim Knott","552","0","Texas","US","2219","6","6","13","0","0","28","5","8","388","1","7","129510"
"62","Travis Krumrei","536","0","Midwest","US","2666","4","17","23","125","5","44","6","7","655","1","4","131742"
"63","Shane James3","529","0","Indiana","US","6281","2","7","8","200","6","0","2","6","238","7","1","270384"
"64","Tyler Horman","527","0","Midwest","US","1602","6","13","24","0","0","44","4","8","677","0","7","336776"
"65","Marc Molnar","526","0","Great Plains","US","3723","4","5","7","30","1","6","2","6","210","1","4","63232"
"66","Wesley White","521","0","Mid-South","US","2495","6","11","19","0","0","36","3","8","504","2","6","276575"
"67","Todd Hook","518","0","Great Plains","US","4132","4","8","10","97","3","36","3","6","286","3","4","270173"
"68","Carl Sundberg","515","0","Scandinavia","SE","2442","6","8","21","2","0","22","3","8","609","1","7","15271"
"69","Blake Walters","505","0","Illinois","US","2224","6","5","11","0","0","20","4","8","251","0","6","318837"
"70","Austin M Carr","501","0","Florida","US","6216","2","5","6","118","4","8","1","3","180","4","3","91315"
"71","Austin L Carter","496","0","Midwest","US","2407","5","8","13","30","1","14","4","8","352","0","5","293500"
"72","Daren Friedman","496","0","Illinois","US","4271","5","7","10","24","0","18","2","6","285","1","4","270576"
"73","Shad Prescott","491","0","Great Plains","US","5630","2","3","3","30","1","0","1","3","90","1","3","310694"
"74","Howard Barlow","483","0","New York","US","3083","6","8","28","14","0","50","2","8","711","1","6","270966"
"75","Justin Sick","479","0","New York","US","4352","5","13","25","14","0","64","6","7","658","0","5","325450"
"76","Stuart Hanft","477","0","Indiana","US","3300","6","9","16","0","0","26","2","7","461","0","6","243525"
"77","Jason Mynatt","475","0","Illinois","US","4628","4","6","7","60","2","10","1","5","210","2","4","294467"
"78","Blake Near","465","0","Canada","CA","2821","5","10","16","3","0","50","2","6","417","0","6","234452"
"79","Trevor Fitz","464","0","California Club","US","5050","3","3","3","0","0","2","1","3","90","0","4","72978"
"80","Jim Chisholm","457","0","Midwest","US","3129","4","5","6","33","0","16","2","4","150","1","3","327526"
"81","Brandon Schmidt","455","0","Midwest","US","6383","2","24","26","429","14","44","1","3","778","13","2","42361"
"82","Kyle Osentoski","452","0","Michigan","US","1264","5","5","10","12","1","30","4","7","300","0","8","305903"
"83","Gary Peck2","448","0","Florida","US","2713","6","11","25","21","1","64","7","6","704","0","5","173844"
"84","Jeremy Rose","448","0","Illinois","US","3301","7","3","12","0","0","24","3","7","294","0","7","186663"
"85","Brett M Ladehoff","442","0","Midwest","US","5165","3","5","6","79","3","14","1","4","160","3","2","146364"
"86","Memphis Villarreal","440","0","Texas","US","2562","5","5","9","30","1","28","3","6","234","0","5","139121"
"87","Shayne Frasur","435","0","Indiana","US","1338","7","9","32","0","0","112","7","8","835","0","7","318690"
"88","Levi Schoenick","434","0","Midwest","US","2642","5","6","9","30","1","16","2","5","254","1","4","272163"
"89","Kyle Urbanik","432","0","Midwest","US","1935","6","10","25","47","2","56","4","8","596","0","7","117291"
"90","Randall Carter","432","0","Mid-South","US","5119","3","5","6","19","0","8","1","3","180","1","3","290760"
"91","Zach Leonhardi","428","0","Georgia","US","6382","2","5","5","61","2","12","1","3","150","2","2","83087"
"92","Patrick Rachels","425","0","Carolina","US","1338","7","3","13","0","0","46","5","8","380","0","8","125432"
"93","Daniel Price","422","0","Mid-South","US","2216","7","4","17","0","0","30","6","8","322","0","7","266616"
"94","Austin Mistler","418","0","Florida","US","4156","5","10","14","0","0","12","5","5","394","1","5","187474"
"95","Nick Daffern","410","0","West","US","3719","7","4","11","0","0","18","1","7","261","0","6","307497"
"96","Aaron Brumbeloe","409","0","Mid-South","US","4166","6","13","25","2","0","64","3","7","630","0","7","350776"
"97","Bricen James","403","0","Northwest","US","2329","7","6","16","0","0","44","4","8","345","0","7","244456"
"98","Travis Miller3","394","0","Ohio","US","1856","6","8","14","23","0","28","4","7","398","2","5","277810"
"99","Richard Spahr","389","0","Great Plains","US","3087","6","4","6","0","0","14","2","5","130","0","6","313728"
"100","Cole Sink","387","0","Indiana","US","2656","6","4","10","0","0","40","3","6","298","0","6","306119"
"101","Tyler D. Hudson","383","0","Mid-South","US","6497","1","3","3","32","2","4","1","3","90","0","8","261989"
"102","Laurel Havens","382","0","Great Plains","US","2856","5","8","12","95","3","22","6","5","327","4","3","309893"
"103","Matthew Carmody","381","0","Michigan","US","2576","6","3","10","0","0","36","4","8","295","0","6","300837"
"104","Scott L Robertson","376","0","Ohio","US","1512","7","8","29","0","0","74","8","8","759","0","7","268899"
"105","Mike Lefholz","370","0","Great Plains","US","3665","6","3","9","0","0","8","2","8","251","0","7","279314"
"106","Cody Peter","369","0","Illinois","US","1648","3","5","6","90","3","16","8","4","180","3","2","213113"
"107","Tyler D Hudson","365","0","Mid-South","US","7409","2","5","5","54","2","10","1","3","150","1","3","17070"
"108","Tyler Walton2","360","0","Great Plains","US","3102","6","3","6","54","2","14","2","5","155","1","4","275383"
"109","Michael E Clark","356","0","Mid-South","US","2781","4","4","6","55","2","14","2","5","120","2","5","280804"
"110","Rocky Battenfield","354","0","Great Plains","US","5858","5","2","5","0","0","16","1","5","150","0","6","64463"
"111","Cody Turchi","351","0","Indiana","US","4206","4","4","5","0","0","8","2","5","120","0","5","99901"
"112","Tyson Pankow","345","0","Illinois","US","4326","4","8","9","19","0","30","2","4","270","1","4","214179"
"113","Peter Wytaske","343","0","Midwest","US","1393","8","11","44","29","1","170","9","8","945","1","7","267483"
"114","Jacob Fields","341","0","Indiana","US","5992","2","3","3","0","0","4","1","2","90","0","4","248798"
"115","Nate Chodur","340","0","Midwest","US","4803","3","7","7","21","0","10","1","3","210","1","4","51394"
"116","Khaled Graham","337","0","Great Plains","US","3698","4","4","5","0","0","6","2","4","150","0","4","268687"
"117","Kyle Hill2","337","0","Carolina","US","3586","5","2","4","1","0","0","3","4","119","1","4","267107"
"118","Latham Marek","335","0","Florida","US","2735","6","5","9","0","0","14","3","5","265","0","7","302976"
"119","Hunter Stiffler","334","0","Pennsylvania","US","5975","4","6","7","60","2","24","1","3","207","2","4","277349"
"120","Skyler Carroll","334","0","Great Plains","US","3380","6","3","8","12","0","20","2","5","182","1","4","289071"
"121","Kyle Breitfelder","332","0","Midwest","US","1629","6","5","11","8","1","20","4","6","284","0","6","311892"
"122","Timothy Allerdings","327","0","California Club","US","1908","7","3","15","0","0","48","4","7","385","0","7","329199"
"123","Virgil Graham","325","0","Pennsylvania","US","5685","2","5","5","8","0","6","1","3","150","0","3","264174"
"124","Kory Pritchett","324","0","Northwest","US","2308","7","4","8","2","1","18","4","7","150","0","7","315022"
"125","Michael Clay","323","0","Great Plains","US","1963","6","8","15","44","2","8","4","6","330","1","5","318438"
"126","Pete Kiley","321","0","Midwest","US","1457","7","6","33","30","1","112","6","7","586","1","7","346930"
"127","Jeffrey Lanham","321","0","Ohio","US","2636","5","7","11","49","1","20","4","6","274","2","3","271969"
"128","Devin Patterson","321","0","Northwest","US","1799","8","4","14","0","0","20","7","8","355","0","9","308668"
"129","Brad Pease","320","0","Pennsylvania","US","2106","5","3","7","28","1","4","4","6","203","1","5","316312"
"130","Joe Benson2","318","0","Australia/NZ","AU","2414","5","4","8","0","0","10","3","6","240","0","6","267148"
"131","Mike Rutherford","316","0","West","US","1505","7","6","25","0","0","58","5","8","566","0","6","50299"
"132","Mark A. Hanson","314","0","California Club","US","2959","5","8","10","30","1","22","5","5","291","1","5","342823"
"133","Justin Thomas","311","0","Illinois","US","4065","4","2","3","0","0","4","2","3","90","0","6","18045"
"134","Travis Card","308","0","Mid-South","US","5254","5","12","18","88","3","32","5","5","481","4","3","90577"
"135","Michael Mulcahy2","306","0","Australia/NZ","AU","1752","6","6","11","12","1","12","5","5","224","3","5","298801"
"136","Matthew Stein","305","0","Midwest","US","2666","6","4","8","30","1","10","3","5","238","1","6","341745"
"137","Daniel Cummings Jr","304","0","Michigan","US","5182","7","5","17","0","0","30","4","6","418","0","8","354587"
"138","Scott Dunlap","302","0","Pennsylvania","US","1789","7","1","6","0","0","8","3","5","174","0","9","19908"
"139","Christopher Long3","301","0","Mid-South","US","2119","5","7","11","30","1","22","5","5","326","0","5","294430"
"140","Devon Butz","301","0","Great Plains","US","4166","7","4","16","0","0","34","6","8","409","0","8","346018"
"141","Harley Benjamin","300","0","Ohio","US","1700","6","3","5","0","0","6","4","4","120","0","7","304471"
"142","Cory Davis2","299","0","West","US","1715","5","13","21","36","1","22","5","5","584","2","5","271104"
"143","Dustin Shoulders","299","0","Indiana","US","4681","3","6","6","23","1","4","2","3","180","0","3","213697"
"144","Brandon Hoekstra","298","0","California Club","US","1553","7","6","19","0","0","44","4","5","531","0","6","85994"
"145","Rhett Starnes","295","0","Texas","US","2961","5","1","4","30","1","20","2","3","119","1","9","265590"
"146","Thomas C Carberry","291","0","New Jersey","US","2651","3","3","3","30","1","6","2","3","90","1","3","276344"
"147","Rick Gibson","287","0","Florida","US","3629","5","3","4","0","0","10","2","4","120","0","6","280045"
"148","Jason Hoek","278","0","Australia/NZ","AU","1861","8","10","54","0","0","160","8","8","1288","0","7","142148"
"149","Travis Vinson","274","0","Mid-South","US","2712","7","4","14","0","0","30","4","7","301","0","7","343589"
"150","Lewis Clark","274","0","Australia/NZ","AU","3385","6","2","4","0","0","12","3","4","97","1","5","274538"
"151","Daniel Satriano","267","0","Great Plains","US","3616","7","4","10","0","0","20","3","4","243","0","7","273593"
"152","Bryan Root","266","0","Great Plains","US","3242","6","3","5","0","0","8","3","4","149","0","6","303501"
"153","Eric Eichstadt","265","0","Midwest","US","2804","3","3","3","0","0","4","2","3","90","0","4","292091"
"154","Ryan Keller","264","0","Great Plains","US","3258","6","1","4","0","0","12","2","4","114","0","7","279646"
"155","Jeremy Ray","263","0","Mid-South","US","2715","2","2","2","0","0","10","3","2","60","0","5","269452"
"156","Bailey Jones2","262","0","California Club","US","2065","6","4","8","29","1","20","3","5","163","1","5","327063"
"157","Phillip Wilson","262","0","Carolina","US","3116","5","2","6","1","0","20","5","5","131","0","7","310934"
"158","Alec Fett","261","0","Midwest","US","2493","6","6","12","0","0","28","7","4","324","0","6","286826"
"159","Brad Moore","257","0","Ohio","US","5975","2","3","3","31","1","2","1","2","90","0","4","57036"
"160","Jordan Wesley","257","0","Mid-South","US","4006","3","3","3","0","0","10","1","2","90","0","3","136849"
"161","Kevin Dedmon","257","0","Carolina","US","6960","5","1","2","0","0","6","1","2","60","0","7","83634"
"162","Andrew R Johnson","256","0","Midwest","US","2110","7","6","17","30","1","38","4","6","353","1","6","307210"
"163","Cody Gagliano","255","0","Mid-South","US","1797","6","5","11","0","0","20","4","4","330","0","7","353335"
"164","Darrin Haskell","255","0","Canada","CA","2156","5","2","5","30","1","2","5","4","145","2","3","293135"
"165","Zane Yost","254","0","Indiana","US","3437","4","2","3","30","1","10","2","2","73","1","4","276786"
"166","Derek Drymon","253","0","Texas","US","2300","2","4","4","69","3","14","4","3","120","0","3","330352"
"167","Nick Groth","253","0","Midwest","US","1569","5","5","8","32","1","42","3","4","230","2","5","95089"
"168","Bill Murphy","253","0","Great Plains","US","3005","6","1","5","30","1","4","4","5","148","0","8","42052"
"169","Ronnie Wainscott","253","0","Illinois","US","2214","4","3","5","4","0","14","3","3","149","0","4","271993"
"170","Justin Walker","251","0","Virginias","US","2840","3","4","4","30","1","14","4","3","108","0","5","342825"
"171","Kyle Bethel","251","0","California Club","US","2073","6","3","7","24","1","14","3","5","154","1","6","39239"
"172","Alby Bustin","251","0","Canada","CA","2082","7","3","7","0","0","10","7","5","171","0","8","341759"
"173","Nicolas Yaskiw","250","0","Canada","CA","3259","8","0","7","0","0","14","2","5","207","0","8","311776"
"174","Scott Burk","248","0","Ohio","US","1782","7","3","8","0","0","14","4","5","197","0","7","321424"
"175","Brody Sim","247","0","Northwest","US","1835","6","5","8","0","0","6","11","5","209","0","9","309632"
"176","Warren Samoy","243","0","Northwest","US","3377","7","5","11","0","0","34","3","5","305","0","7","297050"
"177","Tyler Kuder","241","0","Illinois","US","1932","5","2","5","30","1","6","3","3","149","1","4","301232"
"178","Luke Driskell","241","0","Great Plains","US","1173","7","4","16","0","0","20","6","5","426","0","7","354325"
"179","Kyle Kramer","241","0","Northwest","US","2526","6","3","7","0","0","14","4","5","178","1","6","272507"
"180","Nathan Sletto","240","0","Midwest","US","1496","7","3","6","30","1","10","3","5","162","1","6","292512"
"181","Dylan Wilson","240","0","California Club","US","7603","1","1","1","30","1","0","1","1","30","1","1","67353"
"182","Ted Richard","240","0","West","US","3358","6","9","18","5","0","46","3","5","490","1","5","305315"
"183","David Clymer2","240","0","Mid-South","US","3070","4","3","3","0","0","8","2","3","85","0","5","285867"
"184","Klayton Bailey","239","0","Great Plains","US","1408","6","4","7","0","0","26","8","5","187","0","7","282957"
"185","Nicholas Wiley","236","0","Carolina","US","1699","8","4","18","21","0","36","6","6","466","1","7","354446"
"186","Johnnie Baptista","230","0","California Club","US","1717","7","3","10","0","0","14","3","5","285","0","8","271887"
"187","Kile Vohringer","230","0","Midwest","US","3563","4","2","3","0","0","4","2","2","90","0","4","271196"
"188","Zak Rounds","228","0","Michigan","US","4538","6","2","4","30","1","4","1","2","119","2","5","268296"
"189","Brandon Francis2","227","0","Virginias","US","3337","5","1","3","7","0","16","2","3","90","0","6","269053"
"190","Nick Jordan","226","0","Midwest","US","2207","5","4","5","0","0","10","3","3","150","0","5","296025"
"191","James Tiernan","226","0","Illinois","US","5721","7","1","4","0","0","6","2","3","92","0","7","346633"
"192","Lane Zerbin","225","0","Canada","CA","2332","7","2","6","43","2","10","3","5","150","2","5","24701"
"193","Brandon Maitland","225","0","Midwest","US","2306","6","2","5","0","0","18","2","4","149","0","7","331732"
"194","Zach Jenkins","223","0","Mid-South","US","3501","3","3","4","31","1","10","4","3","120","1","2","310003"
"195","Keith C. McGuire","223","0","Mid-South","US","7630","5","2","4","31","1","6","4","3","67","1","2","295661"
"196","Josh Sunn","222","0","New England","US","1824","4","3","4","0","0","4","3","3","119","0","5","213291"
"197","Benjamin Nading","221","0","Midwest","US","3407","6","4","6","14","1","26","2","3","174","0","5","268671"
"198","Craig Gullixson","221","0","Midwest","US","3350","4","2","3","36","1","8","2","3","84","1","3","252417"
"199","Albert Wytaske","221","0","Mid-South","US","1927","7","3","8","0","0","18","4","4","199","0","7","348838"
"200","Kasten Parker","219","0","Mid-South","US","2494","4","5","5","0","0","8","8","4","150","0","5","271597"
"201","Bryan Miller4","218","0","Texas","US","2491","3","7","8","77","2","12","3","3","239","3","4","112692"
"202","Tyler Ducharme","218","0","New England","US","6366","4","2","2","0","0","4","1","2","60","0","3","124109"
"203","Connor Williamson","217","0","Pennsylvania","US","1440","5","2","5","30","1","16","6","5","119","1","5","312852"
"204","Chris Beck2","217","0","Mid-South","US","5063","8","2","5","0","0","18","2","4","138","0","4","347873"
"205","Cody Kelley","215","0","Carolina","US","3494","4","4","6","18","1","22","4","2","180","0","4","82661"
"206","Benjamin Burke","215","0","Great Plains","US","3098","7","1","5","0","0","10","2","4","142","0","7","318337"
"207","Dylan Petty","213","0","Texas","US","2933","2","2","2","0","0","8","3","2","60","0","6","215041"
"208","Matt Short","213","0","Midwest","US","3164","7","2","5","0","0","10","3","4","128","0","7","312307"
"209","Gregory Saeger","211","0","Pennsylvania","US","1984","7","4","7","0","0","16","3","3","187","0","7","278435"
"210","Bryce Weldon","210","0","Great Plains","US","1829","4","3","3","0","0","10","6","2","90","0","8","268778"
"211","Kyall Fisher","210","0","Australia/NZ","AU","3329","6","2","5","0","0","10","5","4","134","0","8","157093"
"212","Ryan Nuss","210","0","California Club","US","1717","6","1","4","0","0","16","5","4","120","0","8","140285"
"213","Brandon Mullis","208","0","Mid-South","US","2253","6","6","9","30","1","26","3","4","212","1","5","102193"
"214","Antoine Prince","208","0","Canada","CA","2333","8","0","8","0","0","16","3","5","213","0","8","349812"
"215","Kevin Swank","207","0","Midwest","US","2430","8","1","6","0","0","26","4","6","147","0","8","330068"
"216","Donovan Werner","204","0","Illinois","US","1406","5","8","12","30","1","30","2","4","331","1","5","296108"
"217","Zach Lambert","204","0","Indiana","US","1576","6","3","7","0","0","14","4","4","200","0","5","205903"
"218","Brad Blaylock","203","0","Mid-South","US","2169","2","7","8","152","5","2","4","3","210","5","2","336171"
"219","Ryan Leidholm","203","0","Great Plains","US","1813","5","3","7","18","1","16","5","4","209","0","7","336693"
"220","Kevin Diggins","203","0","Midwest","US","1658","5","3","5","0","0","10","3","4","123","0","5","293696"
"221","Michael Woolley","202","0","Illinois","US","1678","6","2","4","30","1","6","3","3","119","1","6","83907"
"222","Tyler Blankenship","202","0","Virginias","US","2310","5","2","4","0","0","8","2","3","111","0","5","291532"
"223","Clay Debban","201","0","Northwest","US","4642","3","2","2","0","0","2","1","2","60","0","3","272597"
"224","Jimmy Saffell","201","0","Virginias","US","1542","8","1","8","0","0","10","4","7","193","0","9","254536"
"225","Adam Elby","200","0","California Club","US","6087","2","4","4","67","3","6","1","2","120","2","2","80993"
"226","Michael Morris6","200","0","Northwest","US","5225","5","2","4","5","0","8","1","3","104","2","3","114710"
"227","Coy Pennington","199","0","Texas","US","2770","4","2","3","30","1","6","2","2","90","1","7","286598"
"228","Mason Nichols","197","0","Mid-South","US","2381","7","2","8","0","0","14","7","4","231","0","7","342913"
"229","Lyall Fisher","196","0","Australia/NZ","AU","3512","6","5","9","76","2","30","3","4","261","4","5","256860"
"230","Brandon Franklin","196","0","Great Plains","US","1817","8","2","12","0","0","38","4","4","295","0","8","319082"
"231","Kenneth Drake","195","0","Texas","US","2629","5","3","4","0","0","12","3","3","120","0","5","17061"
"232","Drey Maddox","195","0","Mid-South","US","1968","5","2","4","6","0","20","6","4","95","0","3","268320"
"233","Tommy Bailey","194","0","Mid-South","US","1749","8","3","11","0","0","34","7","4","220","0","8","297076"
"234","Randall Thompson2","192","0","Midwest","US","1117","7","2","7","0","0","8","6","4","149","0","7","302769"
"235","Dustin Heath","192","0","Illinois","US","2583","7","1","8","0","0","16","2","6","145","0","6","343500"
"236","Brett M Osborn","191","0","Mid-South","US","3243","5","5","8","19","1","12","3","2","138","0","6","243867"
"237","Tyler Spalding","190","0","Michigan","US","1702","8","0","5","0","0","16","5","5","119","0","8","244485"
"238","Tommy Rowe","189","0","Mid-South","US","2664","4","3","3","0","0","6","3","2","90","0","6","267409"
"239","Trenton Jump","188","0","Great Plains","US","1922","8","3","11","0","0","52","4","5","284","0","8","334559"
"240","Wesley Gwaltney","187","0","Mid-South","US","4877","7","1","3","0","0","8","2","3","76","0","5","309768"
"241","Austin Meiners","186","0","Midwest","US","1844","6","4","7","0","0","10","2","4","166","0","6","347305"
"242","Peter Weeks","186","0","Northwest","US","1282","9","4","11","0","0","40","7","7","142","0","10","288258"
"243","Cody Cantonwine2","186","0","West","US","1686","5","3","3","0","0","6","3","3","89","0","6","354453"
"244","Ryan Gauntt","186","0","Great Plains","US","3360","4","2","2","0","0","8","3","2","60","0","5","233026"
"245","Robby Bethea","186","0","Midwest","US","1880","6","2","4","0","0","16","5","4","117","0","6","155438"
"246","Cameron J Evans","184","0","Carolina","US","3064","6","4","6","30","1","8","4","3","127","1","4","331463"
"247","Tasman Smith","183","0","Virginias","US","2364","7","3","8","3","0","42","4","3","192","0","6","258451"
"248","Scott Ebersole","183","0","Pennsylvania","US","938","7","3","9","0","0","16","7","6","210","0","7","335645"
"249","Cline Everhart","182","0","Mid-South","US","4242","5","4","7","53","2","16","5","2","162","1","5","89688"
"250","Ty Garl","182","0","Pennsylvania","US","5195","6","2","3","0","0","6","2","3","90","0","7","338937"
"251","Cody Cantonwine","181","0","West","US","1325","5","5","9","26","0","22","4","3","236","2","4","309967"
"252","Jared Mogard","181","0","Midwest","US","2686","5","1","3","0","0","10","2","3","90","0","5","85271"
"253","Torryn Shurts","180","0","Great Plains","US","2930","5","2","2","0","0","4","2","2","60","0","5","266676"
"254","Matthew McKinney","179","0","Illinois","US","4756","1","4","4","87","3","0","1","1","120","2","2","97392"
"255","Colby Fett","179","0","Midwest","US","2695","7","4","9","0","0","14","5","3","209","0","7","186317"
"256","Jeff Vernier","179","0","Illinois","US","2006","6","2","4","0","0","8","4","3","120","0","6","268813"
"257","Cole Lonergan","178","0","Midwest","US","2080","2","2","2","30","1","2","3","2","60","1","4","295490"
"258","Isaiah Geisel","177","0","Canada","CA","2290","5","1","2","0","0","10","3","2","60","0","5","80842"
"259","Eric Burke","176","0","Georgia","US","2156","6","2","4","0","0","2","2","3","91","0","4","49986"
"260","Josh Stutts","174","0","Mid-South","US","1826","6","2","4","0","0","0","4","3","90","0","6","121298"
"261","Dave Slade","174","0","Pennsylvania","US","3643","6","1","3","0","0","10","2","3","89","0","7","22792"
"262","Dalton Conner","173","0","Carolina","US","2824","5","2","4","0","0","6","2","3","90","0","5","266602"
"263","Taylor Brisighella","173","0","California Club","US","2414","5","2","3","0","0","16","2","2","90","0","5","299137"
"264","Craig Adamzak","173","0","Midwest","US","3444","7","1","3","0","0","10","2","3","90","0","6","142402"
"265","Hobson Mahan","172","0","Mid-South","US","2134","2","2","2","30","1","0","3","2","60","1","2","308892"
"266","Brandon Nordstrom","172","0","Great Plains","US","2083","8","1","4","0","0","4","4","4","89","0","11","271884"
