"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
"142","Jack Leefleur","340","0","Midwest","US","1676","7","6","19","0","0","34","6","8","535","0","7","316569"
"143","Andrew R Johnson","339","0","Midwest","US","2110","5","14","24","92","1","60","5","6","758","3","5","307210"
"144","Rick Gibson","339","0","Florida","US","3629","4","6","9","70","2","6","2","4","313","2","3","280045"
"145","Connor Williamson","336","0","Pennsylvania","US","1440","6","5","9","46","1","32","4","6","192","1","6","312852"
"146","Chris J Smith","334","0","Carolina","US","4101","7","4","9","6","0","14","1","6","170","1","5","245914"
"147","Brandon M. Thrasher","333","0","Mid-South","US","3541","3","3","3","35","1","2","1","3","105","1","3","26661"
"148","Cory Whitworth","333","0","Great Plains","US","3980","7","3","6","63","1","14","2","4","124","4","3","267824"
"149","Tommy Dutcher2","332","0","California Club","US","1881","3","6","6","71","2","8","3","3","210","2","3","238925"
"150","Adam Elby","330","0","California Club","US","6087","5","3","4","35","1","8","1","3","121","1","4","80993"
"151","Cody Cantonwine","330","0","West","US","1325","6","6","16","0","0","40","6","7","396","1","6","309967"
"152","Derek Cohn","326","0","Illinois","US","1647","4","8","12","21","1","16","4","6","401","0","4","16996"
"153","Travis Anderson","323","0","Midwest","US","1483","5","6","11","2","0","18","4","5","367","1","5","196948"
"154","Trey Jones2","323","0","Great Plains","US","2113","6","3","7","24","0","22","2","5","232","0","6","273447"
"155","Patrick Royalty","320","0","Great Plains","US","2031","6","3","6","0","0","26","5","6","194","0","6","274974"
"156","Steven Baxley","319","0","Georgia","US","1143","4","15","20","210","7","30","4","5","555","5","3","312045"
"157","Kyall Fisher","318","0","Australia/NZ","AU","3329","6","5","14","60","1","52","5","7","379","0","7","157093"
"158","Daniel L Powell","314","0","Mid-South","US","4306","7","7","23","13","0","66","4","8","516","1","7","324708"
"159","Barrett Bishop","313","0","Carolina","US","6567","2","4","4","7","1","6","2","3","140","1","4","275393"
"160","Jeremy D Elliotte","312","0","Mid-South","US","3479","6","5","8","0","0","24","3","5","229","0","7","146184"
"161","Jim Reavis","310","0","Illinois","US","3526","6","8","12","33","1","12","2","6","338","0","5","118439"
"162","Hobson Mahan","306","0","Mid-South","US","2134","7","9","16","11","0","42","2","4","381","0","6","308892"
"163","Michael Coker","305","0","Illinois","US","2762","7","5","11","1","0","24","6","6","316","0","5","271389"
"164","David Kalb","304","0","Ohio","US","4596","4","4","6","37","2","18","2","3","209","0","5","184802"
"165","Chris Spies","304","0","Great Plains","US","1104","7","5","15","0","0","32","6","8","282","0","7","261859"
"166","Virgil Parriman","303","0","Mid-South","US","2016","5","5","9","22","1","28","6","5","232","0","5","310349"
"167","Tyler Burrow","301","0","Mid-South","US","5340","5","6","8","70","2","24","1","4","270","1","5","273201"
"168","Bryson Curry2","300","0","West","US","2881","7","2","6","0","0","26","2","5","159","0","6","169343"
"169","Nathan Smith4","298","0","Mid-South","US","3210","5","3","4","0","0","8","3","3","129","0","7","79349"
"170","Wayne MacDuff III","297","0","New York","US","1648","6","5","9","32","1","28","5","6","265","1","6","277886"
"171","Joe Benson2","295","0","Australia/NZ","AU","2414","6","4","6","0","0","8","4","6","208","0","7","267148"
"172","Craig Swartz","295","0","Ohio","US","3842","6","3","7","0","0","34","5","6","209","0","10","239082"
"173","Craig Adamzak","290","0","Midwest","US","3444","6","4","8","0","0","8","2","6","239","0","7","142402"
"174","Kolton Snyder","285","0","Indiana","US","2130","4","3","5","81","2","14","7","4","157","1","4","235399"
"175","Isaiah Droud","284","0","Carolina","US","2504","7","1","7","0","0","8","4","7","240","0","8","268735"
"176","Michael T Griffith","283","0","Florida","US","1495","7","1","9","0","0","12","6","7","248","0","8","318794"
"177","Dale Glessner","282","0","Pennsylvania","US","1851","6","2","6","1","0","8","3","6","174","0","8","300486"
"178","R.J. Stroman","278","0","Texas","US","2980","1","2","2","70","2","0","3","2","70","2","1","45441"
"179","Todd LaBoube","275","0","Great Plains","US","2777","5","2","5","0","0","22","4","4","175","0","10","61698"
"180","Dustin Shoulders","272","0","Indiana","US","4681","3","4","4","35","1","6","3","3","140","1","4","213697"
"181","Quinn Wallis","269","0","New York","US","3312","6","5","9","23","0","14","4","6","217","2","6","265563"
"182","Bryan Crook","268","0","Carolina","US","1654","5","5","10","120","3","10","4","4","235","3","4","230434"
"183","Clint Keenan","268","0","Ohio","US","2504","4","5","6","58","0","10","5","3","210","1","5","122271"
"184","Ryan J Flaten","267","0","Midwest","US","5238","2","2","2","12","1","2","2","2","70","0","2","232834"
"185","David Heileman","267","0","Midwest","US","6545","4","2","3","1","0","10","1","3","105","0","4","279273"
"186","Josh Wetzel","266","0","Texas","US","1108","6","3","7","23","1","24","4","6","179","1","7","269145"
"187","Patrick L Solari","264","0","Virginias","US","2648","6","3","8","0","0","24","3","5","246","0","7","323719"
"188","Louden Reimert","261","0","Pennsylvania","US","3414","4","3","4","11","1","14","3","2","124","0","5","38333"
"189","Chris Bohlman","260","0","New York","US","2617","4","3","4","0","0","8","3","4","122","0","6","17040"
"190","Brandon Schmidt","258","0","Midwest","US","6383","3","6","7","154","5","2","1","2","218","2","2","42361"
"191","Joshua LaChance","258","0","Great Plains","US","1997","7","3","11","6","0","18","3","5","292","0","8","290589"
"192","Jon Buckley","258","0","New York","US","1999","7","4","11","0","0","32","5","8","342","0","9","316321"
"193","Craig Karcher","257","0","Illinois","US","2414","6","1","5","0","0","20","4","5","171","0","6","103555"
"194","Craig Stykes","255","0","Mid-South","US","3678","2","6","6","108","3","0","4","3","210","1","3","46022"
"195","Donald Bryan2","255","0","Midwest","US","1508","7","5","21","0","0","66","4","8","655","0","9","311236"
"196","Mark Wirth","251","0","Midwest","US","2200","3","5","5","22","0","10","3","3","175","1","4","35373"
"197","Chris Brown14","248","0","Carolina","US","3449","5","4","8","4","0","10","3","4","276","0","5","249288"
"198","Brett Rowles","247","0","Mid-South","US","2259","7","2","8","35","1","26","4","5","227","1","8","324900"
"199","Dayton J Brewer","247","0","New York","US","2334","6","5","14","0","0","16","4","7","329","0","5","306761"
"200","Chase Swafford2","244","0","Mid-South","US","3649","6","4","6","0","0","22","3","5","175","0","7","246545"
"201","Cole Falloway","241","0","Mid-South","US","5348","2","2","2","2","0","4","2","2","70","0","3","199899"
"202","Dan Bakke","240","0","Midwest","US","1388","7","4","11","0","0","26","4","5","270","0","7","292896"
"203","Brandon Chretien","237","0","New York","US","2848","4","6","8","78","3","22","1","3","228","1","3","48807"
"204","Al Brimeyer","237","0","Carolina","US","912","5","3","6","35","2","4","6","5","170","1","6","251774"
"205","Matthew Williams14","237","0","Midwest","US","2680","4","3","3","0","0","4","3","3","105","0","7","307744"
"206","Kyle Beck","236","0","Mid-South","US","854","7","3","7","4","0","28","2","4","156","1","5","259689"
"207","Nathan Britton","233","0","Australia/NZ","AU","2156","7","3","5","0","0","22","3","4","152","0","6","73105"
"208","Derek Moore2","231","0","Canada","CA","1660","7","1","8","0","0","14","5","6","243","0","7","322682"
"209","Dalton Conner","228","0","Carolina","US","2824","6","3","6","35","1","16","2","3","178","1","5","266602"
"210","Kendal Tucker","228","0","Carolina","US","8447","3","2","2","35","1","6","1","2","70","1","3","268718"
"211","Zach Lambert","227","0","Indiana","US","1576","8","0","9","0","0","18","7","7","214","0","9","205903"
"212","Braedon Casto","226","0","Northwest","US","1804","5","8","15","139","4","6","6","5","313","4","5","278577"
"213","Thomas Lunsford","226","0","Texas","US","2721","5","5","10","76","3","26","4","4","325","1","6","257351"
"214","Brad Skusa","226","0","Michigan","US","2054","5","4","7","27","1","12","3","3","159","1","3","47517"
"215","Dylan Terlinde","225","0","Carolina","US","2702","6","2","4","35","1","6","2","3","107","1","4","59948"
"216","Gerald Miller2","225","0","Carolina","US","2591","7","2","6","0","0","14","2","3","126","0","5","77198"
"217","Chris Kuchta","224","0","Midwest","US","3650","6","5","8","15","1","16","3","3","188","0","6","253859"
"218","Lance Loomis","223","0","Great Plains","US","3365","6","1","5","0","0","16","5","4","173","0","6","303459"
"219","Mike Vaningan","220","0","Midwest","US","2188","5","3","4","35","1","14","4","3","113","0","5","302532"
"220","Isaiah Geisel","219","0","Canada","CA","2290","6","3","4","7","0","12","4","4","105","1","6","80842"
"221","Randall Thompson2","218","0","Midwest","US","1117","6","2","5","0","0","4","5","5","172","0","7","302769"
"222","Dennis Potridge Jr","218","0","Virginias","US","2586","7","2","8","0","0","24","4","7","219","0","7","264890"
"223","James Robinson2","214","0","West","US","1331","7","3","10","0","0","32","5","5","296","0","6","44450"
"224","Leland Carlblom","214","0","Great Plains","US","1538","8","3","17","1","0","40","7","8","486","1","7","260755"
"225","Audie Ford","214","0","Mid-South","US","1166","8","2","15","0","0","34","9","8","329","0","8","290283"
"226","Randall Carter","213","0","Mid-South","US","5119","4","2","2","0","0","0","1","2","70","0","5","290760"
"227","Brandon Nordstrom","212","0","Great Plains","US","2083","3","5","5","16","1","8","5","3","174","0","6","271884"
"228","Chad Crawford","212","0","Ohio","US","1435","7","5","22","0","0","54","7","6","535","0","7","294113"
"229","Taylor Mynhier","212","0","Mid-South","US","2572","6","3","7","0","0","32","4","4","226","0","7","192718"
"230","Casey LaJoie","210","0","Carolina","US","2234","4","4","5","35","1","4","3","2","175","1","4","53530"
"231","Chess Hamby","210","0","Georgia","US","2961","8","0","5","0","0","20","2","4","164","0","10","143253"
"232","Ronnie Wainscott","208","0","Illinois","US","2214","7","1","4","0","0","10","3","3","140","0","9","271993"
"233","Andrew Towne2","206","0","Great Plains","US","1808","3","3","3","36","1","2","3","3","105","1","3","243526"
"234","Brandon Blaylock","206","0","Texas","US","1599","6","2","3","35","1","16","4","2","82","1","8","267269"
"235","Jerry Bailey","206","0","Illinois","US","1554","6","3","6","0","0","8","4","5","140","0","8","271966"
"236","Ryan Martin9","205","0","Virginias","US","2178","5","3","6","0","0","6","3","3","208","0","6","270589"
"237","Cody Turchi","205","0","Indiana","US","4206","7","1","5","0","0","32","3","3","175","0","8","99901"
"238","Ben Morrison","204","0","Australia/NZ","NZ","3350","2","2","2","24","1","8","2","2","70","1","2","233162"
"239","Justin Johnson2","202","0","Great Plains","US","1902","4","2","3","35","1","4","4","3","105","0","5","268005"
"240","Brian Beck2","200","0","California Club","US","1435","7","4","10","0","0","16","4","5","244","0","6","324726"
"241","Scott Shroyer","200","0","Florida","US","4340","5","3","5","0","0","0","4","3","174","0","5","273224"
"242","Kaeden Cornell","199","0","Great Plains","US","3114","5","2","3","0","0","4","6","2","99","0","5","111633"
"243","Stephen Spies","198","0","Great Plains","US","4361","2","2","2","55","1","0","2","2","70","1","3","258176"
"244","Matt Short","198","0","Midwest","US","3164","6","2","5","34","1","6","3","3","172","2","5","312307"
"245","Bryan Dorge","198","0","Midwest","US","1785","6","4","5","0","0","10","4","4","174","0","7","286021"
"246","Troy Stuckwisch3","197","0","Illinois","US","2330","6","2","5","19","1","8","5","5","108","0","7","293382"
"247","Jack Brown2","196","0","West","US","1648","4","5","6","0","0","20","7","4","208","0","5","92889"
"248","Quentin Waynick","196","0","Great Plains","US","1959","5","5","5","0","0","14","6","4","175","0","6","232632"
"249","Tim Clark Jr","196","0","Great Plains","US","2194","6","5","15","0","0","24","4","4","480","0","6","332848"
"250","Bryan terwilliger","196","0","New York","US","1648","6","4","7","0","0","12","3","4","240","0","7","304051"
"251","Lee Daniel Robinson","196","0","Mid-South","US","4307","6","2","3","33","0","12","2","3","81","1","6","269540"
"252","Scottie Watts","195","0","Carolina","US","1189","7","2","7","0","0","16","3","5","122","0","6","299040"
"253","Seth Chaney","194","0","Ohio","US","2889","3","2","2","0","0","0","3","2","70","0","2","299725"
"254","Michael Miller14","194","0","Florida","US","1206","8","2","7","30","0","12","3","5","155","1","8","314876"
"255","Spencer Swafford","192","0","Mid-South","US","4127","6","1","3","0","0","4","3","3","70","0","6","246529"
"256","Cody Dutton","189","0","Virginias","US","3431","5","4","5","0","0","30","2","3","175","0","5","65222"
"257","Christian Pedersen","189","0","New England","US","2553","3","2","2","0","0","4","4","2","70","0","8","22018"
"258","Matthew McKinney","189","0","Illinois","US","4756","2","1","1","0","0","2","1","1","35","0","2","97392"
"259","Dustin Pegher","187","0","Pennsylvania","US","1421","2","2","2","3","1","0","3","2","70","0","4","95347"
"260","Drew Blaze","187","0","Pennsylvania","US","2028","6","3","5","0","0","12","2","4","167","0","6","118159"
"261","Jeremy Root","187","0","Florida","US","2182","7","2","7","0","0","18","4","4","168","0","8","276130"
"262","Mick Warde","186","0","Australia/NZ","AU","1362","6","4","8","0","0","10","7","6","194","0","5","295662"
"263","Chad Bolin","185","0","Mid-South","US","3459","4","2","2","0","0","2","2","2","70","0","6","270188"
"264","Kodey Knapmiller","183","0","Florida","US","1921","6","5","12","35","1","52","4","3","299","1","7","240605"
"265","Colton Collins","183","0","Great Plains","US","1432","4","3","4","0","0","12","8","3","117","0","4","284357"
"266","Zachary Peterson","183","0","Michigan","US","2210","6","1","5","0","0","20","5","4","163","0","6","143542"
