"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
"28","Jay Place","1098","0","Carolina","US","6306","2","14","16","336","13","18","1","6","489","8","2","172417"
"29","Tanner Tomasi","1060","0","Great Plains","US","5419","2","11","11","177","6","8","1","7","360","6","3","275149"
"30","Sean Powers","1039","0","Great Plains","US","2831","4","88","122","630","27","294","5","8","3679","19","4","378946"
"31","Nicolas Yaskiw","1033","0","Canada","CA","3259","6","24","45","77","2","124","2","9","1297","2","8","311776"
"32","William Hargreaves","1032","0","Midwest","US","5218","4","13","18","47","2","52","1","9","551","2","4","384881"
"33","Sawyer Swatek","1011","0","Midwest","US","2564","6","17","28","197","3","98","2","9","750","6","5","350796"
"34","Anthony Ricketts","1008","0","Illinois","US","3839","4","12","15","151","4","40","1","8","436","2","4","436106"
"35","Brandon Holtmeier","989","0","Great Plains","US","3468","5","36","66","272","5","138","2","9","1959","13","4","272278"
"36","andrew Hawkins2","989","0","Illinois","US","3058","6","15","26","48","1","70","3","9","741","2","5","340348"
"37","Tyler McGoldrick","977","0","Great Plains","US","2548","6","32","66","137","2","174","3","9","2029","5","5","351717"
"38","Connor Budensiek","972","0","Midwest","US","3792","6","21","35","86","5","98","1","8","979","3","6","279017"
"39","Tyson Pankow","962","0","Illinois","US","4326","3","12","14","63","3","16","1","7","431","4","3","214179"
"40","Blake Depinet","951","0","Ohio","US","3712","5","11","18","66","4","50","1","9","522","2","5","270422"
"41","Eric York","950","0","Mid-South","US","2175","6","14","29","110","4","52","3","9","854","4","5","424148"
"42","Shane Yates","945","0","Mid-South","US","3825","6","6","10","63","2","26","2","9","287","1","6","386416"
"43","Mark Meininger","940","0","Midwest","US","2267","6","26","48","110","4","140","4","9","1400","3","7","469592"
"44","Joby Baugh","940","0","West","US","2316","6","206","479","208","7","764","3","9","13874","9","7","444710"
"45","Adrien Brown","931","0","Ohio","US","3562","5","42","63","126","6","162","2","9","1975","5","5","406201"
"46","George Fehrenbacher","920","0","Indiana","US","4059","6","7","14","29","1","54","1","7","449","2","5","254228"
"47","Mike Molnar","918","0","Great Plains","US","4186","4","10","12","59","2","24","1","8","352","3","3","77867"
"48","Chad Johnson","906","0","California Club","US","3286","3","18","19","180","5","26","2","7","585","5","3","88779"
"49","Michael Bengen","904","0","Midwest","US","2308","5","10","17","88","2","30","4","9","540","5","4","393942"
"50","Tommy Bush","870","0","Northwest","US","4807","4","9","12","81","3","24","1","7","374","3","3","306311"
"51","Petteri Kotovaara","863","0","Finland","FI","5151","5","9","12","38","1","46","1","9","375","2","4","31811"
"52","Brandon Templeton","862","0","Midwest","US","2533","7","9","22","69","2","86","3","9","624","1","5","72195"
"53","Félix Roy2","852","0","Canada","CA","4614","5","36","55","100","3","188","2","8","1609","3","7","497341"
"54","Billy E Stanley JR","848","0","Mid-South","US","2483","6","23","49","72","2","176","4","9","1412","3","6","491458"
"55","Cj Howell","838","0","Mid-South","US","3117","4","16","22","206","8","26","2","6","589","9","3","329840"
"56","Chase Winkles","830","0","Mid-South","US","2435","5","22","34","154","5","90","4","9","943","5","5","427225"
"57","Will Gatzke","827","0","Great Plains","US","3509","4","16","23","107","4","58","2","7","735","4","3","303516"
"58","Cole Spacek","820","0","Midwest","US","2490","7","8","19","56","1","60","3","9","569","2","7","302004"
"59","Tate Butler","816","0","Great Plains","US","2761","7","7","15","115","3","56","2","8","358","2","6","353967"
"60","Steven Mclaughlin","815","0","Midwest","US","2007","6","64","124","601","18","464","4","9","3531","20","5","340154"
"61","James Lopez","813","0","California Club","US","2271","6","41","76","87","4","260","4","9","2185","2","6","29697"
"62","Max Mosher","813","0","Midwest","US","3028","8","7","25","36","1","38","2","8","727","1","7","186614"
"63","Cole Rhodes","813","0","Illinois","US","2680","6","11","18","41","2","42","3","9","565","1","4","492426"
"64","Hayden Cardwell","809","0","Mid-South","US","7324","1","7","7","109","7","12","1","4","225","4","6","273744"
"65","Dusty Ladner","807","0","Mid-South","US","2909","7","10","30","79","2","94","2","9","791","3","7","439973"
"66","Lucas Chowning","802","0","Mid-South","US","6064","2","7","7","81","4","14","1","5","215","3","3","176074"
"67","Jason Mynatt","795","0","Illinois","US","4628","3","8","10","82","4","22","1","7","304","3","3","294467"
"68","Ian Morgan","795","0","Midwest","US","1823","7","20","56","110","2","206","3","9","1681","9","6","423295"
"69","Dalton McKenney","792","0","Great Plains","US","3874","4","63","86","475","16","222","3","6","2686","13","5","342404"
"70","Carl McKinney","787","0","Pennsylvania","US","2230","6","7","13","1","0","14","3","9","409","1","5","368914"
"71","Wyatt Meyer","786","0","Midwest","US","2479","6","15","28","19","0","56","3","9","819","2","7","348966"
"72","Donovan Graham","783","0","Great Plains","US","3113","4","14","20","69","3","36","2","8","612","2","5","296936"
"73","Hunter Wright2","773","0","Indiana","US","3412","5","46","64","125","8","128","3","6","1909","5","5","269905"
"74","Derek Fedkenheuer2","773","0","Midwest","US","4236","4","14","20","124","2","32","1","6","585","7","4","413206"
"75","Blaine Davis","765","0","Mid-South","US","2422","8","8","39","60","2","90","3","9","1141","3","7","479565"
"76","Bradley Almond","758","0","Great Plains","US","2917","4","8","12","49","3","14","2","7","370","1","5","416076"
"77","Drew Benfield","750","0","Carolina","US","1944","5","15","29","95","3","120","3","9","753","0","6","473885"
"78","Kyle Miller","745","0","Northwest","US","3880","4","8","11","93","2","20","1","6","345","3","4","65170"
"79","Derek Keeling","742","0","Texas","US","2098","5","14","23","12","1","76","3","8","691","0","8","150022"
"80","Ryan Feller2","739","0","Great Plains","US","2706","5","9","14","15","1","54","3","6","410","0","7","462095"
"81","Jared Miles3","734","0","Midwest","US","2249","6","22","40","71","4","174","3","8","1176","3","5","482460"
"82","Dakota Eisley","730","0","Mid-South","US","2022","5","17","31","159","4","82","4","9","929","7","5","270715"
"83","Wade Fields","723","0","Indiana","US","3345","6","11","27","72","1","88","4","9","748","2","5","483701"
"84","Ryan Petersheim","722","0","Great Plains","US","2452","5","11","18","0","0","44","3","7","546","0","6","111416"
"85","Austin Harnick","716","0","Michigan","US","4674","4","10","13","110","6","26","1","5","367","4","3","256122"
"86","Dalton Ewing","714","0","Illinois","US","3068","5","9","14","65","3","64","2","6","381","1","6","306519"
"87","Matt Dargie","712","0","Indiana","US","2352","7","6","18","24","0","48","2","9","499","1","6","472521"
"88","Colton Zimmer","705","0","Midwest","US","2059","6","43","92","452","15","212","7","8","2226","18","4","418707"
"89","Logan Herron","704","0","Mid-South","US","2622","6","12","28","46","2","66","4","8","838","2","6","430604"
"90","Dylan Williams","704","0","Midwest","US","1618","5","15","28","245","11","86","3","9","641","9","5","268167"
"91","Bryan Wood2","704","0","Michigan","US","2557","5","8","13","45","2","16","3","8","410","1","6","485494"
"92","Keith C. McGuire","703","0","Mid-South","US","7630","1","31","31","683","27","38","1","4","954","19","2","295661"
"93","Hunter Parsons","699","0","Midwest","US","4028","5","5","8","48","2","46","2","7","217","1","5","199459"
"94","Dave Hartman","696","0","Michigan","US","2674","5","6","11","1","0","32","2","9","340","0","7","298790"
"95","Travis Wytaske","693","0","Midwest","US","1780","7","15","44","69","1","120","3","9","1299","4","6","371238"
"96","Hunter Poston","692","0","Midwest","US","2879","6","8","16","63","1","38","2","9","469","1","5","160320"
"97","Michael Morris6","687","0","Northwest","US","5225","2","8","8","68","3","6","1","6","250","2","4","114710"
"98","David Fozzard","682","0","Illinois","US","1938","6","22","42","141","4","158","4","9","1202","6","5","489322"
"99","Joey Dominguez","672","0","California Club","US","2226","6","6","16","27","0","38","3","8","462","2","6","431530"
"100","Matt Moore2","671","0","Great Plains","US","2321","7","8","19","39","1","94","3","9","573","1","6","192357"
"101","Travis Bragg","664","0","Great Plains","US","2282","5","20","34","65","2","106","4","8","1040","2","6","413985"
"102","Quinn Wallis","663","0","New York","US","3312","4","10","15","115","3","38","2","7","472","3","4","265563"
"103","Jaron Hazen","662","0","Midwest","US","3489","5","12","18","60","4","82","2","6","500","3","6","324351"
"104","Mario Teixeira","655","0","California Club","US","2642","4","5","7","49","2","18","2","7","217","1","4","216827"
"105","David Moore11","647","0","Illinois","US","1645","5","14","24","141","4","104","4","9","628","6","5","380567"
"106","Thomas Lunsford","640","0","Texas","US","2721","7","6","12","0","0","44","3","7","351","0","8","257351"
"107","Chris Fisher","639","0","Great Plains","US","5371","2","4","4","32","2","2","1","4","125","0","4","86150"
"108","Benji Killian","638","0","Texas","US","4359","4","7","10","105","3","16","1","4","326","2","3","341750"
"109","Cody Noodwang","636","0","Great Plains","US","2630","5","8","16","152","4","56","3","6","449","3","7","323333"
"110","Ethan Kammerude","635","0","Midwest","US","2260","7","8","19","17","2","80","3","9","502","1","6","442045"
"111","Steven Greene Jr.","633","0","Carolina","US","1928","6","11","23","115","6","68","4","9","497","2","5","378936"
"112","Cole Henriksen","633","0","Midwest","US","3929","5","9","12","47","1","34","1","6","360","1","3","383383"
"113","Travis Creech4","630","0","Ohio","US","2006","6","7","16","88","4","66","4","7","402","2","5","434719"
"114","Paul Warner2","630","0","Midwest","US","1691","7","14","40","18","1","238","4","10","1118","3","6","479362"
"115","Brett Buelteman","627","0","Midwest","US","1905","6","15","28","36","1","78","3","8","716","2","5","324143"
"116","Mitchell Pammenter","624","0","Australia/NZ","AU","2074","6","20","36","164","7","64","5","9","873","8","6","345724"
"117","Scott Smith24","621","0","Midwest","US","1880","6","44","102","174","4","344","6","9","2849","11","6","512640"
"118","Jayme Porter","617","0","Canada","CA","1938","6","9","17","30","0","92","3","6","430","2","6","487937"
"119","James Rotruck","613","0","Atlantic","US","3786","6","8","17","47","2","40","1","6","517","2","5","254321"
"120","Scott Dunlap","611","0","Pennsylvania","US","1789","6","14","25","8","0","96","3","9","705","0","7","19908"
"121","Chad Bishop","611","0","Ohio","US","1899","6","9","23","113","2","40","3","9","681","6","4","403074"
"122","Timothy Wright5","609","0","Illinois","US","1738","6","16","37","38","0","124","6","9","1073","2","6","461685"
"123","Justin Sick","604","0","New York","US","4352","5","17","25","136","2","34","2","6","735","6","4","325450"
"124","Jordan Wesley","602","0","Mid-South","US","4006","6","6","13","56","1","52","1","7","365","1","6","136849"
"125","Jimmy Gustin","596","0","Midwest","US","2591","7","4","9","30","0","22","2","7","244","1","4","419609"
"126","Jeremy Ogle","595","0","Indiana","US","2387","7","7","14","19","1","74","3","5","406","0","7","84294"
"127","Bradley White2","592","0","Midwest","US","2036","6","13","24","94","4","76","5","8","626","2","6","471691"
"128","Craig Adamzak","591","0","Midwest","US","3444","5","5","8","73","2","26","2","6","246","2","3","142402"
"129","Jayson Brandenburg","588","0","Indiana","US","1226","6","19","53","43","2","194","3","9","1541","2","7","479383"
"130","Bryon Cliff","588","0","Mid-South","US","2793","5","9","15","0","0","58","2","6","478","0","7","306615"
"131","Tyler P Anderson","588","0","Illinois","US","2302","6","7","16","22","0","68","4","9","464","1","6","275384"
"132","Anthony Bates2","588","0","Pennsylvania","US","2225","8","6","21","2","0","78","3","9","584","0","8","404486"
"133","Jordan Millard","587","0","New York","US","2610","6","13","23","47","2","56","3","8","634","1","6","298479"
"134","Carl Sundberg","587","0","Scandinavia","SE","2442","6","6","15","2","0","24","3","9","474","1","5","15271"
"135","Tony Morgan","586","0","Great Plains","US","2317","6","23","47","82","1","174","5","7","1238","5","6","495358"
"136","Kenneth Parker","585","0","Mid-South","US","1674","5","15","25","77","3","86","5","9","705","2","5","158821"
"137","Kevin Gram","579","0","West","US","4373","3","8","10","79","2","10","1","4","310","3","3","26866"
"138","Alex Ludeman","577","0","Northwest","US","1731","7","10","27","104","2","138","4","9","651","5","6","342723"
"139","Logan Naslund","575","0","Midwest","US","1985","6","9","20","50","1","86","3","7","531","2","6","412669"
"140","Richie Gustin","571","0","Midwest","US","2504","5","7","10","33","0","22","3","5","317","2","3","416200"
"141","Jesse Medema","570","0","Texas","US","1959","5","9","17","68","2","58","4","8","515","2","5","429014"
"142","Tyler  Fisher","568","0","Illinois","US","3044","7","4","13","2","0","34","2","8","405","1","7","388683"
"143","Dustin Helms","567","0","Carolina","US","3798","3","6","8","73","2","20","1","5","229","4","2","315913"
"144","Dominic Everest","566","0","Michigan","US","1574","7","11","25","13","1","82","3","9","547","1","7","298836"
"145","Jeremy Urdahl","565","0","Great Plains","US","2169","7","12","33","54","2","118","4","8","784","3","7","475871"
"146","Richie Yost","557","0","Indiana","US","3506","4","5","7","80","3","20","2","5","195","0","4","344734"
"147","Logan Hiler","556","0","Midwest","US","1541","4","10","14","121","5","34","5","7","351","5","3","315317"
"148","Clay Debban","556","0","Northwest","US","4642","5","4","7","66","1","8","1","5","220","1","2","272597"
"149","Colton Hendricks","553","0","Northwest","US","2076","7","7","17","30","2","60","3","8","467","0","8","484266"
"150","James Ray","550","0","West","US","3362","5","4","8","27","0","14","1","5","260","2","5","88499"
"151","David Thackrey","548","0","Great Plains","US","2694","7","4","11","38","1","46","3","8","342","0","8","417986"
"152","Eric Frantz","547","0","Midwest","US","1782","6","25","44","72","3","124","4","7","1217","3","5","523100"
"153","Matt Wykoff","547","0","West","US","1441","6","15","28","136","3","112","8","9","772","3","6","343616"
"154","Sam White2","542","0","New England","US","2464","7","4","11","0","0","30","2","9","293","0","7","339267"
"155","Mike McKinney","541","0","Illinois","US","5768","2","8","8","132","5","4","1","4","240","5","2","29915"
"156","Nick O'Brien","541","0","Midwest","US","1875","6","9","17","42","2","52","5","7","489","1","7","490467"
"157","Boddie Parker3","541","0","West","US","2288","6","4","8","39","1","42","3","8","214","0","6","269094"
"158","Davin Cardwell","539","0","Mid-South","US","5463","6","6","12","62","2","46","1","4","353","3","4","274807"
"159","Taylor Jacobson","536","0","Midwest","US","2771","6","6","9","0","0","42","3","5","263","0","6","396308"
"160","Eugene Zoghby","535","0","Africa/South Africa","ZA","2173","7","6","21","10","0","90","5","8","621","1","7","491829"
"161","Howie Briss","534","0","Great Plains","US","2595","5","7","11","0","0","26","2","6","322","0","6","205644"
"162","Owen Zimmer","530","0","Great Plains","US","1845","7","19","56","56","4","222","4","8","1612","0","7","411440"
"163","Travis D Miller","530","0","Canada","CA","3543","5","10","16","33","1","26","2","5","495","0","6","410717"
"164","Blake Cannon","530","0","Georgia","US","5948","4","4","6","92","4","12","1","3","152","1","4","82668"
"165","John Houchens","529","0","Mid-South","US","1457","7","17","47","49","1","134","5","8","1270","2","8","521227"
"166","Rob Mojo","529","0","Texas","US","2103","7","12","23","8","0","84","3","9","710","2","7","293220"
"167","Mason Crawford","527","0","Texas","US","5500","1","4","4","55","4","4","1","3","120","1","3","269138"
"168","Dale Shaw","523","0","Canada","CA","2119","7","6","13","0","0","30","2","6","403","0","7","106972"
"169","Peyton Herron","517","0","Mid-South","US","2463","5","16","29","59","2","58","4","7","890","1","6","430606"
"170","Jarrod Dawley","516","0","Midwest","US","2015","6","14","26","53","3","86","4","7","754","1","7","501923"
"171","Alex Ruppert","508","0","Pennsylvania","US","4537","6","9","23","108","6","82","2","6","629","4","7","298350"
"172","Bobby DiNardi","508","0","Illinois","US","3360","5","7","12","48","2","14","2","5","390","0","5","269308"
"173","Harvey Shanks","508","0","Ohio","US","2205","6","9","21","47","1","44","3","9","537","0","6","433695"
"174","Steven Cantrell","508","0","Carolina","US","1738","7","8","17","0","0","32","4","8","477","0","11","22637"
"175","Allen Dugger","506","0","Mid-South","US","1783","4","15","23","120","4","32","4","6","704","3","5","505288"
"176","Landen Jackson","506","0","Mid-South","US","1180","5","7","11","110","4","12","5","7","225","4","5","283370"
"177","Christopher Mann","505","0","Virginias","US","2632","5","6","10","8","1","18","2","8","320","0","5","71495"
"178","Dylan Gibbs","505","0","New York","US","2780","8","4","21","3","0","76","3","9","606","0","9","415414"
"179","Steven Levin","503","0","Ohio","US","2221","7","2","10","7","1","36","3","9","278","0","8","350126"
"180","Gary Peck2","502","0","Florida","US","2713","6","5","11","4","0","22","2","5","344","1","6","173844"
"181","Germaine Phillips","501","0","Ohio","US","1858","6","13","27","71","2","122","4","7","825","0","7","438703"
"182","William Racine","501","0","Canada","CA","1819","8","9","25","11","1","114","4","9","627","2","6","301308"
"183","Alexander Gonzalez3","500","0","Texas","US","2219","6","33","60","98","3","120","5","7","1716","7","6","520682"
"184","Chris Frisbie","498","0","West","US","1618","7","26","60","42","1","294","3","8","1769","2","7","449132"
"185","Kadyn Moody","498","0","Northwest","US","1720","5","7","12","15","1","34","4","7","384","0","6","296021"
"186","Ethan Mason","494","0","Mid-South","US","2358","6","7","13","121","3","52","3","7","257","4","5","277579"
"187","Benjamin Newman","494","0","Great Plains","US","1655","6","8","15","37","1","94","6","8","401","1","7","414815"
"188","Michael Cawvey","493","0","Great Plains","US","2436","7","8","15","104","4","56","2","6","404","5","5","268992"
"189","Zachery DeLonge","492","0","Michigan","US","3308","6","3","7","0","0","16","2","5","180","0","8","349429"
"190","Austin McWilliam","492","0","Canada","CA","2520","7","3","10","0","0","42","3","9","316","0","7","472419"
"191","Adam Church2","491","0","Carolina","US","1342","7","10","26","6","0","92","5","9","639","1","6","416296"
"192","Owen Storm","490","0","Pennsylvania","US","2911","7","7","21","30","1","86","4","6","566","1","8","297239"
"193","Chris Klick","490","0","Great Plains","US","2586","4","7","9","24","0","6","3","5","280","2","4","308650"
"194","Matthew Durnen","488","0","Midwest","US","1910","7","7","21","18","0","64","3","8","550","0","6","479126"
"195","Anthony Creasy","479","0","Illinois","US","1655","6","12","25","0","0","86","4","9","726","1","7","511621"
"196","Erik Wenstad","476","0","Texas","US","2095","6","5","10","86","3","12","3","8","254","3","5","301608"
"197","Brycen Daffern","476","0","Texas","US","5321","4","4","6","52","3","20","1","4","195","1","4","210596"
"198","Kevin Swank","476","0","Midwest","US","2430","7","3","9","1","0","24","2","8","287","0","8","330068"
"199","Casey Eskew","475","0","Illinois","US","2023","6","7","11","23","1","70","3","7","309","1","5","365470"
"200","Joshua Miller9","473","0","Pennsylvania","US","2261","7","4","11","1","1","42","3","8","326","0","7","317733"
"201","Casey Mcallister","471","0","Virginias","US","2810","5","5","8","9","0","4","2","4","244","2","4","268900"
"202","Jeremy Rose","470","0","Illinois","US","3301","8","1","10","2","0","26","2","6","294","0","12","186663"
"203","Trevor Throne","469","0","Illinois","US","6727","3","7","7","36","2","32","1","3","235","0","3","239931"
"204","Tyler Blankenship","469","0","Virginias","US","2310","6","3","7","4","0","30","3","6","212","1","6","291532"
"205","Kevin Williamson4","468","0","International Club","US","1830","5","6","9","35","1","20","4","6","258","1","6","513780"
"206","Ashton Briggs","465","0","Pennsylvania","US","1626","7","11","25","117","3","96","4","8","556","1","6","479818"
"207","Matthew Hargreaves2","465","0","Midwest","US","1677","7","9","25","21","1","126","3","8","592","0","7","445236"
"208","Jordan Myers","465","0","Indiana","US","1469","7","7","16","1","0","64","4","9","408","0","7","472806"
"209","Kevin Williamson","464","0","Carolina","US","2617","5","4","6","0","0","10","2","5","182","0","5","17936"
"210","Adam Bell","462","0","Midwest","US","2556","9","1","13","2","0","44","3","8","388","0","9","268506"
"211","Daniel Price","460","0","Mid-South","US","2216","7","7","14","0","0","40","3","7","386","1","7","266616"
"212","Matthew Mann","457","0","Northwest","US","1831","7","6","20","0","0","68","5","9","609","0","7","510274"
"213","J Darren Litteral","457","0","Mid-South","US","2905","4","4","5","0","0","6","3","4","160","0","5","273049"
"214","Larry Tounzen","454","0","Mid-South","US","1542","5","10","16","78","4","42","4","6","461","3","5","515749"
"215","Caleb Smith4","454","0","Carolina","US","1351","6","10","19","53","1","96","7","9","421","2","5","287980"
"216","Petteri Suomalainen","453","0","Finland","FI","1449","8","2","18","6","0","66","3","9","555","0","8","248452"
"217","Dan Brown Jr","452","0","California Club","US","2396","6","7","13","51","3","46","3","6","369","1","5","465451"
"218","Dustin Hall3","450","0","Great Plains","US","4361","6","2","5","32","1","28","1","5","162","0","3","320571"
"219","Matt S Sanders","449","0","Northwest","US","4567","2","6","6","115","2","14","1","3","180","3","2","349924"
"220","Alex O'Dell","449","0","Midwest","US","3094","4","8","10","25","1","20","3","6","304","0","5","370409"
"221","Brian Dobie","449","0","Virginias","US","2246","6","3","8","1","0","42","3","6","249","0","6","44645"
"222","Preston Townson","448","0","Mid-South","US","2334","4","5","6","30","1","26","3","5","200","1","5","430530"
"223","Dennis Potridge Jr","447","0","Ohio","US","2586","8","2","9","4","0","40","2","8","255","0","9","264890"
"224","Bryan Fisher","444","0","Great Plains","US","2151","6","10","20","110","2","76","4","4","496","5","4","416426"
"225","Jeremy Vaughn","443","0","Great Plains","US","1599","6","5","15","18","0","52","4","8","403","0","7","472566"
"226","Jake Goetze","442","0","Midwest","US","1402","7","17","40","23","0","248","4","9","921","1","6","372410"
"227","Jeff Helton","442","0","Great Plains","US","1606","5","13","21","77","2","68","4","6","598","3","4","423297"
"228","Edward Farness","442","0","Northwest","US","3809","6","5","13","0","0","60","2","5","349","0","6","406926"
"229","Noah Hughes","442","0","Mid-South","US","1774","6","5","11","22","3","28","3","5","203","1","5","273308"
"230","Timothy Prelog","441","0","Pennsylvania","US","1336","7","21","67","42","1","280","6","9","2021","3","7","475954"
"231","Austen Semmelmann2","441","0","Midwest","US","6343","3","4","5","74","3","6","1","3","135","2","3","269057"
"232","James Claassen","439","0","Midwest","US","2044","3","10","11","40","4","34","5","5","336","0","6","498584"
"233","Roderick Fitzke","437","0","Mid-South","US","1251","6","17","33","64","2","86","6","9","738","2","5","487755"
"234","Dustin Carroll","437","0","Mid-South","US","2024","7","7","21","4","1","70","3","8","463","0","8","227204"
"235","Matthew Burroughs","437","0","Atlantic","US","1911","6","1","9","25","1","26","3","9","271","1","8","66798"
"236","daniel Merritt","437","0","Mid-South","US","1851","7","5","16","0","0","62","2","8","415","0","7","177704"
"237","Warren Samoy","437","0","Northwest","US","3377","7","3","6","0","0","22","2","5","173","0","8","297050"
"238","Brent New","436","0","Mid-South","US","2877","5","5","8","33","1","26","2","5","213","1","4","450272"
"239","Michael Achzet","434","0","New York","US","2243","6","3","8","3","0","16","3","5","260","1","5","472363"
"240","Jonah Bybee","431","0","Great Plains","US","1853","5","7","11","57","1","36","3","6","300","2","4","488151"
"241","Shawn Meyer","429","0","Great Plains","US","2170","7","6","13","38","0","38","3","6","368","1","6","268717"
"242","Jamie Jeffers","427","0","New York","US","1776","4","6","7","58","2","16","4","6","195","2","5","53625"
"243","Robert Day3","423","0","Illinois","US","1869","6","9","21","4","1","86","3","7","558","1","6","487983"
"244","Tyler D. Hudson","423","0","Mid-South","US","6497","3","4","4","32","1","0","1","3","130","1","4","261989"
"245","Lucas Choate","422","0","Great Plains","US","1256","5","4","9","62","2","26","5","7","209","2","7","371943"
"246","Jace Anderson","421","0","Northwest","US","1025","9","9","32","2","0","78","9","9","449","0","9","394237"
"247","Cody Johnson10","421","0","Mid-South","US","2169","6","20","37","66","3","92","4","6","1027","2","5","500468"
"248","Caleb Kill","419","0","Michigan","US","2317","6","2","5","20","1","12","3","4","149","0","7","458355"
"249","Jason Stehney","418","0","Mid-South","US","4370","2","4","5","17","2","6","2","3","143","1","4","169947"
"250","Reece Davis","415","0","Illinois","US","1760","7","8","19","3","0","90","4","8","485","0","9","364839"
"251","Randy Rockwell","415","0","Pennsylvania","US","1615","7","10","27","30","1","84","4","9","603","0","6","368918"
"252","Brandon Oliver","414","0","Ohio","US","2070","6","12","27","140","6","60","4","6","708","6","6","341486"
"253","James Miller14","414","0","Carolina","US","2553","6","4","9","6","1","24","3","5","268","0","5","449091"
"254","Jacob Harrell","414","0","Carolina","US","2474","7","4","8","0","0","42","3","5","192","0","7","349328"
"255","Joshua Elee","413","0","Mid-South","US","2974","2","6","6","146","5","6","3","3","190","4","2","346678"
"256","Trevor Schelske","412","0","Michigan","US","1687","7","5","20","22","1","62","3","6","630","2","6","421385"
"257","Blake Pigeon2","412","0","Texas","US","1782","7","5","13","1","0","34","3","6","323","0","8","339733"
"258","Taylor Griffith","410","0","Georgia","US","1670","6","5","8","18","1","22","3","6","178","1","7","460260"
"259","Chris Miller15","409","0","Indiana","US","1499","5","6","10","29","1","48","5","6","291","0","5","402079"
"260","Tyler Bolling3","407","0","Indiana","US","3294","6","5","12","1","0","34","2","4","374","0","6","207230"
"261","Austin Lege","406","0","Texas","US","2039","6","7","21","5","1","62","3","5","633","1","5","536984"
"262","Joseph Zeitler","403","0","Midwest","US","1376","6","6","10","42","2","32","4","8","250","2","6","262616"
"263","Kyle Hill2","403","0","Carolina","US","3586","5","5","6","17","1","8","1","3","166","1","4","267107"
"264","Isaac Kimerer","402","0","Mid-South","US","1696","6","8","16","5","1","74","4","8","388","0","8","244071"
"265","Jason Strobel","402","0","California Club","US","1721","6","5","10","0","0","30","3","7","298","1","5","452175"
