"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
"59","Bryson Curry2","663","0","West","US","2943","5","10","13","86","2","54","6","7","452","1","5","169343"
"60","Carl Young","656","0","Indiana","US","2637","7","24","73","214","3","338","7","8","2199","6","6","304670"
"61","Keith Hackney","656","0","Georgia","US","4154","7","7","10","46","1","26","4","7","294","1","6","281243"
"62","John Kennedy3","650","0","Illinois","US","2788","6","10","21","69","1","118","4","8","791","2","7","64016"
"63","Rene Chartrand","646","0","Canada","CA","2402","8","8","29","0","0","118","3","8","1018","0","8","208680"
"64","Trevor Fitz","632","0","California Club","US","5050","7","7","12","167","1","46","2","6","392","6","3","72978"
"65","Randall Carter","631","0","Mid-South","US","5119","4","6","8","72","2","42","1","5","304","1","6","290760"
"66","Bryce Weldon","629","0","Great Plains","US","1858","7","12","22","75","0","120","5","8","667","2","6","268778"
"67","James Rotruck","628","0","Atlantic","US","3811","7","10","31","5","0","110","3","8","1138","0","8","254321"
"68","Andrew Towne2","622","0","Great Plains","US","1808","8","5","20","38","1","80","4","8","668","1","7","243526"
"69","Jason Nash","619","0","Illinois","US","1827","9","3","17","0","0","70","3","8","542","0","9","233946"
"70","Bryan Root","614","0","Great Plains","US","3170","8","15","32","1","0","108","4","8","1064","0","8","303501"
"71","Adam Elby","610","0","California Club","US","6087","3","13","15","198","4","52","1","5","569","6","3","80993"
"72","Andy Hunter","608","0","Midwest","US","3303","7","6","10","39","0","36","2","7","302","0","4","233661"
"73","Trent Kidd","599","0","Georgia","US","2016","6","7","13","0","0","36","3","8","428","0","7","150858"
"74","Scott Dunlap","590","0","Pennsylvania","US","1790","10","4","28","7","0","104","4","8","937","0","10","19908"
"75","Austen Semmelmann2","585","0","Midwest","US","6192","2","5","5","133","4","6","1","5","190","3","2","269057"
"76","Justin Holt2","583","0","Texas","US","2514","9","5","11","30","1","44","3","8","318","0","8","305559"
"77","Cody Dutton","579","0","Virginias","US","3431","6","9","14","0","0","86","3","7","496","0","7","65222"
"78","Kyle Beck","575","0","Mid-South","US","854","6","16","27","92","2","142","4","7","936","3","6","259689"
"79","Anthony Rossomano","575","0","Carolina","US","2134","7","2","10","0","0","52","3","8","375","0","8","31992"
"80","David Heileman","567","0","Midwest","US","6352","3","7","9","84","2","20","1","5","342","2","4","279273"
"81","Petteri Kotovaara","567","0","Finland","FI","5044","5","7","11","24","0","42","4","8","375","1","5","31811"
"82","Nathan Sletto","561","0","Midwest","US","1496","8","9","29","45","2","110","5","8","706","0","7","292512"
"83","Rhett Starnes","560","0","Texas","US","2961","3","8","11","164","4","44","3","6","415","4","3","265590"
"84","Peter Coberley","539","0","California Club","US","2044","7","12","37","42","1","170","4","8","1262","2","7","207352"
"85","Zak Rounds","539","0","Michigan","US","4538","2","16","16","203","7","16","1","5","608","4","2","268296"
"86","Josh Wetzel","537","0","Texas","US","1108","5","6","11","136","2","40","5","6","349","3","4","269145"
"87","Kenneth Mclaughlin","534","0","Pennsylvania","US","1785","6","5","13","36","0","58","3","8","469","2","6","294794"
"88","Matt Fizell","532","0","Midwest","US","1849","7","6","16","55","1","58","3","8","519","2","5","294416"
"89","Drew Phillips","527","0","Michigan","US","1893","6","6","11","0","0","54","4","6","366","0","6","287832"
"90","Matthew Zumwalt","526","0","Midwest","US","1968","8","6","24","15","1","170","4","8","901","0","9","310476"
"91","David Galloway JR","521","0","Pennsylvania","US","4264","6","6","11","110","2","44","2","6","378","3","4","280031"
"92","Latham Marek","519","0","Florida","US","2735","7","9","22","0","0","134","6","8","716","0","7","302976"
"93","Rick Gibson","517","0","Florida","US","3629","5","7","10","49","1","20","2","6","342","1","6","280045"
"94","Rick McGill","516","0","Mid-South","US","1649","8","7","21","14","1","122","4","8","693","0","8","277028"
"95","George Fehrenbacher","515","0","Indiana","US","4046","8","6","12","84","2","34","4","7","362","2","6","254228"
"96","Kyle Osentoski","510","0","Michigan","US","1264","7","7","11","0","0","58","4","7","385","0","6","305903"
"97","Kyle Bethel","502","0","California Club","US","2073","6","11","21","48","1","100","3","6","782","1","7","39239"
"98","Matt Durbin","501","0","Midwest","US","1195","9","6","28","0","0","170","6","8","924","0","9","296192"
"99","Cole Spacek","497","0","Midwest","US","2539","7","6","11","47","1","52","4","6","406","1","5","302004"
"100","Kollin Hibdon","490","0","West","US","1375","4","12","14","157","4","70","5","6","465","3","6","283525"
"101","Levi Schoenick","487","0","Midwest","US","2642","7","3","9","0","0","30","4","7","324","0","6","272163"
"102","Kolton Snyder","481","0","Indiana","US","2130","9","5","13","55","1","62","3","7","369","1","8","235399"
"103","Tom Varley","480","0","Canada","CA","2068","6","5","12","0","0","44","4","8","371","0","7","42527"
"104","Scott L Robertson","478","0","Ohio","US","1512","9","12","50","0","0","236","5","8","1559","0","9","268899"
"105","Lon Franks","472","0","Illinois","US","2507","4","6","9","11","0","28","2","6","279","1","5","305571"
"106","Daniel Harrington2","466","0","New York","US","1642","8","4","32","11","0","146","7","8","1085","0","10","304158"
"107","Brad Doss","464","0","Mid-South","US","2892","9","1","11","0","0","32","3","8","364","0","8","267753"
"108","Charles Cosper","462","0","Texas","US","6038","4","4","5","104","2","2","1","5","186","3","2","20867"
"109","Scott Shroyer","460","0","Florida","US","4340","8","6","16","38","1","22","4","7","555","1","5","273224"
"110","Matthew McKinney","459","0","Illinois","US","4756","2","3","3","63","2","12","2","3","114","0","2","97392"
"111","Josh Sunn","457","0","New England","US","1718","8","7","16","37","0","60","2","5","530","2","4","213291"
"112","Jesse Isadore","456","0","Pennsylvania","US","3156","7","7","19","0","0","102","4","7","662","0","8","299900"
"113","Tyler D. Hudson","451","0","Mid-South","US","6497","2","5","5","109","4","14","3","4","186","2","5","261989"
"114","Josh Stutts","448","0","Mid-South","US","1826","5","7","8","30","0","14","6","5","264","2","4","121298"
"115","Mathew Emmerling","446","0","Carolina","US","5081","6","4","9","126","2","42","3","6","317","3","3","109070"
"116","Corey Bryant","440","0","Ohio","US","2200","7","3","8","19","1","22","3","5","259","0","9","307570"
"117","Travis Anderson","438","0","Midwest","US","1483","7","5","14","0","0","48","5","7","509","0","8","196948"
"118","Steven Shady","437","0","Midwest","US","1677","4","4","6","26","1","24","5","6","227","0","7","272363"
"119","William Donovan","436","0","California Club","US","2495","8","5","16","0","0","86","4","8","533","0","7","213538"
"120","Matthew Burroughs","435","0","Atlantic","US","1881","7","3","8","73","2","10","4","8","289","2","7","66798"
"121","Tyler Blankenship","433","0","Virginias","US","2539","7","5","14","28","1","74","4","5","412","0","7","291532"
"122","Tyler Summerlin2","423","0","Georgia","US","3153","4","8","11","114","4","68","4","4","385","2","4","182620"
"123","Justin Pruitt","422","0","Virginias","US","2481","8","7","14","43","1","86","2","7","448","1","7","301796"
"124","DJ Kilanowski","420","0","Illinois","US","4088","6","3","6","46","1","14","2","4","204","1","4","301389"
"125","Michale Putt4","415","0","Illinois","US","2045","7","6","15","0","0","82","7","6","531","0","9","283265"
"126","Brandon M. Thrasher","404","0","Mid-South","US","3541","4","11","15","128","2","42","11","3","544","2","3","26661"
"127","Ryan Toole2","399","0","Carolina","US","2193","7","5","12","38","1","44","5","7","361","1","5","261564"
"128","Austin Matthews4","397","0","Great Plains","US","5809","7","3","7","66","2","14","1","6","198","2","5","275289"
"129","Josh Vinci","396","0","Ohio","US","2650","9","2","10","0","0","54","5","6","301","0","9","263898"
"130","Joseph Zeitler","395","0","Midwest","US","1376","6","8","13","92","2","36","7","5","418","2","5","262616"
"131","Robby Bethea","394","0","Midwest","US","1880","6","3","9","0","0","46","5","6","331","0","8","155438"
"132","Neil Adamzak","393","0","Midwest","US","3548","4","5","6","22","2","44","2","4","214","0","5","63540"
"133","Javin Coleman","392","0","Illinois","US","1610","7","4","10","0","0","46","5","6","279","0","7","267365"
"134","Trevor Throne","391","0","Illinois","US","6727","7","4","8","0","0","52","2","5","257","0","6","239931"
"135","Damon Cooley","391","0","Ohio","US","1804","9","1","10","6","0","40","4","6","365","1","8","273748"
"136","Andrew Wiedeman","390","0","Great Plains","US","1270","7","6","14","78","1","28","4","7","375","3","5","269043"
"137","Kyle Miller","388","0","Northwest","US","3880","4","6","9","137","3","20","1","4","320","3","3","65170"
"138","TJ McGuire","387","0","Great Plains","US","2477","7","4","11","0","0","76","2","6","398","0","8","301926"
"139","Josh Corkwell","387","0","Ohio","US","1776","8","3","10","10","0","38","5","7","360","0","8","270946"
"140","Carl Sundberg","386","0","Scandinavia","SE","2441","6","8","21","0","0","14","4","8","781","0","7","15271"
"141","Seth Geary","385","0","Florida","US","4110","4","6","9","58","1","12","2","5","273","2","4","243919"
"142","Jared Mogard","383","0","Midwest","US","2658","8","5","13","0","0","76","2","6","455","0","8","85271"
"143","Todd Hook","377","0","Great Plains","US","4243","8","4","18","84","2","78","7","6","369","2","7","270173"
"144","Ryan Nuss","377","0","California Club","US","1717","8","2","14","0","0","64","4","8","428","0","9","140285"
"145","Chase Wascom","374","0","Mid-South","US","3030","8","2","13","56","1","28","5","8","234","1","7","292212"
"146","Jerry Bailey","368","0","Illinois","US","1554","8","2","9","38","1","26","6","8","256","1","8","271966"
"147","Hiroshi Shimizu","366","0","Asia","JP","3001","7","2","6","0","0","40","3","5","226","0","10","255478"
"148","Jacob Walker2","360","0","Midwest","US","2589","6","5","11","8","0","56","4","6","329","0","8","282663"
"149","Jason Williamson","358","0","Illinois","US","1656","11","1","9","4","0","34","7","7","297","0","11","61024"
"150","Justin Howard","354","0","Midwest","US","1667","8","2","10","0","0","30","4","7","290","0","8","276791"
"151","Benjamin J Gonzalez","353","0","Michigan","US","1798","9","2","22","8","0","82","4","8","605","0","10","312565"
"152","Clayton Buff","353","0","New York","US","1048","9","2","15","5","0","76","5","5","411","0","10","214814"
"153","Brendon Philippe","352","0","Canada","CA","1118","8","3","12","10","0","42","5","8","375","0","9","257571"
"154","Bruce Perry","350","0","New York","US","2248","4","3","5","45","1","12","5","5","190","1","5","25230"
"155","Nathan Paynter","349","0","Ohio","US","1947","8","6","30","10","0","108","3","7","918","0","8","275911"
"156","EJ Jones","349","0","Texas","US","4206","5","8","10","69","1","26","1","4","380","2","5","296654"
"157","Gerald Belanger","346","0","Carolina","US","1644","7","4","6","0","0","38","5","6","204","0","8","84521"
"158","Cole Sink","345","0","Indiana","US","2656","7","5","13","0","0","58","4","6","446","0","7","306119"
"159","Martin W Karch","344","0","Great Plains","US","2990","7","3","6","1","0","10","3","5","198","0","7","191698"
"160","Alex A Bergeron","342","0","Canada","CA","8534","2","6","6","95","3","14","1","2","238","2","5","246298"
"161","Aaron Paule","342","0","Illinois","US","4344","4","4","5","81","2","20","2","4","185","2","2","269611"
"162","Barrett Bishop","340","0","Carolina","US","6806","4","4","5","8","0","8","2","4","190","0","4","275393"
"163","Kris Steer","339","0","Mid-South","US","1489","10","1","9","0","0","44","4","6","335","0","12","268883"
"164","Chris Wolford","334","0","Mid-South","US","1646","8","5","9","0","0","66","3","5","300","0","8","277197"
"165","Justin Hobbs2","334","0","Great Plains","US","1973","7","4","9","16","0","34","6","5","288","0","6","101266"
"166","Brandyn Harris","329","0","International Club","US","1687","8","5","11","8","0","30","5","8","305","0","7","300606"
"167","Greg Netherwood","328","0","New York","US","2379","5","4","7","23","1","34","3","4","253","0","6","29502"
"168","Allen Boss2","327","0","West","US","1453","8","6","13","0","0","50","6","6","400","0","7","292304"
"169","Dylan Cecce","325","0","New York","US","2490","4","4","5","12","0","32","3","3","190","0","7","71940"
"170","Troy Stuckwisch3","325","0","Illinois","US","2330","7","3","8","0","0","28","5","7","192","0","6","293382"
"171","Justin Zhang2","324","0","Australia/NZ","AU","1981","8","2","5","0","0","32","3","4","167","0","8","305331"
"172","Mark Wirth","320","0","Midwest","US","2200","6","8","13","11","0","56","2","4","457","1","6","35373"
"173","Eric Fargo","318","0","Pennsylvania","US","2836","8","4","6","11","0","38","3","3","202","0","12","270259"
"174","jordan Walker2","317","0","Midwest","US","1977","7","5","13","0","0","54","4","5","464","0","9","303202"
"175","Raymond Campbell","316","0","Carolina","US","3054","8","3","9","4","1","26","4","5","257","0","9","301694"
"176","Jace Kelchen","316","0","Midwest","US","3165","9","3","13","0","0","56","4","7","381","0","10","248624"
"177","Charles Silvis","316","0","Pennsylvania","US","1784","8","2","9","0","0","32","5","7","216","0","7","225483"
"178","Randall Thompson2","316","0","Midwest","US","1117","9","2","13","0","0","60","7","7","423","0","11","302769"
"179","Warren Samoy","314","0","Northwest","US","3422","9","0","12","0","0","88","2","8","383","0","10","297050"
"180","Chris Spies","313","0","Great Plains","US","1104","10","2","9","7","1","46","8","6","279","0","9","261859"
"181","Virgil Graham","311","0","Pennsylvania","US","5685","2","3","3","55","1","4","1","2","114","1","2","264174"
"182","Justin Bieber","311","0","Northwest","US","2060","6","4","8","0","0","44","4","4","265","0","7","203384"
"183","Daniel Campbell3","309","0","Mid-South","US","1430","6","4","8","0","0","50","5","5","295","0","7","288984"
"184","Erik Wenstad","309","0","Texas","US","2095","8","2","12","10","0","26","6","8","443","0","10","301608"
"185","Robbe Ewing","307","0","Great Plains","US","2223","10","2","9","0","0","56","2","6","310","0","11","228648"
"186","Terry Wankel","307","0","Pennsylvania","US","1216","10","1","12","0","0","56","6","8","395","0","10","285039"
"187","James Sellner2","307","0","Illinois","US","2183","10","0","8","0","0","26","5","7","306","0","12","307286"
"188","Christopher Buller","305","0","Great Plains","US","2181","10","2","14","7","0","68","3","7","467","0","9","306086"
"189","Kyle R Morris","304","0","California Club","US","1811","4","3","4","35","1","12","5","3","143","1","4","239007"
"190","Brett Springer","304","0","Great Plains","US","1721","6","2","5","0","0","8","4","4","190","0","7","292861"
"191","Cole Lonergan","302","0","Midwest","US","2080","7","4","8","62","1","34","4","5","226","2","4","295490"
"192","Rusty L Kruger","302","0","California Club","US","5068","8","4","8","24","0","20","2","3","290","1","5","181056"
"193","Chess Hamby","302","0","Georgia","US","2961","6","3","7","23","0","30","4","5","236","0","5","143253"
"194","Joshua Johnson6","300","0","Great Plains","US","1903","9","2","7","16","1","16","4","6","177","0","9","271465"
"195","Chad Peterson","300","0","California Club","US","2746","9","2","5","0","0","40","3","4","140","0","6","15828"
"196","Eric Hanna2","295","0","Great Plains","US","2421","7","2","4","0","0","16","3","4","132","0","9","266624"
"197","Andrew R Johnson","293","0","Midwest","US","2110","9","5","27","21","0","124","4","7","776","0","9","307210"
"198","John Truax","291","0","Indiana","US","1481","5","4","6","0","0","18","4","6","195","0","7","288373"
"199","Billy Brickley","291","0","Illinois","US","4239","5","2","3","0","0","26","3","3","100","0","5","144874"
"200","Jonathan Boger","290","0","Midwest","US","1963","7","3","9","18","0","30","5","4","326","0","7","116840"
"201","Brandon Petersen","290","0","Michigan","US","2001","8","3","7","0","0","34","4","4","246","0","8","268907"
"202","Hobson Mahan","289","0","Mid-South","US","2134","4","8","11","121","2","52","2","3","418","3","4","308892"
"203","Dylan Hutchison","288","0","Great Plains","US","2950","10","1","9","0","0","78","6","6","302","0","11","306665"
"204","David Sabin","287","0","Great Plains","US","2242","7","3","9","0","0","36","8","7","272","0","7","296973"
"205","Michael Whitlock3","281","0","Virginias","US","2163","8","2","9","0","0","38","3","4","247","0","8","303105"
"206","Kendal Tucker","280","0","Carolina","US","8463","6","3","6","35","0","34","2","4","172","1","6","268718"
"207","Steve Ritter","279","0","Ohio","US","1608","6","3","6","46","1","20","3","4","227","1","5","25257"
"208","Skyler Carroll","279","0","Great Plains","US","3380","9","1","9","2","0","50","5","6","303","0","7","289071"
"209","Matthew Logan","279","0","Carolina","US","3503","10","1","8","0","0","46","3","5","239","0","8","106260"
"210","Robert Geiger iii","278","0","Florida","US","1635","6","3","5","105","2","12","5","3","182","2","6","210804"
"211","Bryce Fauntleroy","278","0","Mid-South","US","3824","5","2","3","32","1","20","3","3","114","0","3","26259"
"212","Chase Raudman","278","0","California Club","US","5039","8","1","4","37","1","16","2","3","143","0","11","73242"
"213","Ronald Corkwell","278","0","Indiana","US","2036","8","2","12","0","0","54","6","7","380","0","8","302421"
"214","Matthew Williams14","277","0","Midwest","US","2680","6","3","6","24","0","38","3","4","225","1","8","307744"
"215","David Brown21","274","0","Midwest","US","2531","7","2","5","0","0","14","3","5","166","0","8","271688"
"216","Scottie Watts","272","0","Carolina","US","1189","5","3","5","6","0","18","5","4","189","0","6","299040"
"217","Kyle Johnson","271","0","Midwest","US","3401","2","3","3","36","0","14","2","2","114","1","5","18765"
"218","Al Brimeyer","271","0","Carolina","US","912","7","3","7","0","0","24","5","5","228","0","7","251774"
"219","Alexander Ostenson","271","0","Midwest","US","1545","8","1","9","8","0","60","4","5","320","0","7","117942"
"220","Travis Snyder Jr","269","0","Pennsylvania","US","3407","5","9","13","0","0","42","3","5","404","0","7","268737"
"221","Stephen Spies","267","0","Great Plains","US","4361","4","2","3","29","1","10","3","3","114","0","5","258176"
"222","Justin Norwood2","266","0","Carolina","US","3794","5","4","5","64","2","16","3","2","182","2","2","294945"
"223","Isaiah Droud","265","0","Carolina","US","2504","9","1","11","0","0","22","3","8","329","0","11","268735"
"224","Ryan J Weistart","264","0","Illinois","US","2317","9","1","10","4","0","24","4","5","276","0","9","264086"
"225","Steven Cantrell","262","0","Carolina","US","1738","8","5","21","0","0","52","5","6","678","0","9","22637"
"226","Austin Cothren","261","0","Georgia","US","2853","10","0","6","17","0","40","4","5","201","0","12","285808"
"227","Cody Olsen","260","0","Northwest","US","3198","5","2","3","32","1","12","1","3","86","1","2","270379"
"228","Jacob Leverstein","259","0","Virginias","US","5337","5","3","4","7","0","28","1","2","152","0","4","102690"
"229","Ronald Williams","259","0","Canada","CA","2222","9","1","7","0","0","36","3","3","250","0","11","87526"
"230","Daniel Smith2","257","0","Great Plains","US","1900","5","2","3","0","0","8","3","3","114","0","6","45700"
"231","Braedon Casto","255","0","Northwest","US","1804","6","1","10","14","0","28","4","7","136","1","4","278577"
"232","Ryan Gauntt","253","0","Great Plains","US","3360","6","1","3","30","0","8","3","3","114","1","7","233026"
"233","Nick Groth","250","0","Midwest","US","1569","8","3","9","0","0","92","4","3","289","0","7","95089"
"234","Shae Schlaefer","250","0","Illinois","US","1075","9","2","22","10","0","78","7","8","677","0","11","267451"
"235","Bernhard Dodel","250","0","DE-AT-CH","DE","798","9","1","12","0","0","22","5","8","386","0","10","62358"
"236","Austin Carnley","249","0","Mid-South","US","1875","6","10","17","168","5","64","5","3","465","4","3","306483"
"237","Simon Bourret","249","0","Florida","US","1336","8","3","12","0","0","62","3","6","358","0","7","270629"
"238","Darrin Haskell","248","0","Canada","CA","2156","4","4","6","76","2","20","5","3","228","2","6","293135"
"239","Ronnie Wainscott","248","0","Illinois","US","2214","7","2","6","0","0","38","2","4","190","0","7","271993"
"240","Wade Bland","244","0","Canada","CA","1351","8","2","7","0","0","40","5","5","237","0","9","293734"
"241","Patrick Royalty","243","0","Great Plains","US","2031","5","4","8","4","0","24","5","4","219","0","5","274974"
"242","Justin Norwood","243","0","Carolina","US","4227","3","2","3","84","2","6","1","2","113","3","1","23734"
"243","John Mohnkern","243","0","Ohio","US","2129","9","1","9","0","0","50","5","6","264","0","8","303711"
"244","Larry Nance","242","0","Mid-South","US","1632","7","7","16","0","0","96","5","3","535","0","9","295056"
"245","Joe Benson2","241","0","Australia/NZ","AU","2366","8","1","4","0","0","16","3","4","137","0","9","267148"
"246","Ricky Thornton","240","0","West","US","3679","3","4","4","48","1","12","2","2","152","2","3","26742"
"247","Mark W Wilson","239","0","Florida","US","1195","8","2","11","0","0","54","5","6","368","0","10","49231"
"248","Chad Kistner","239","0","Midwest","US","1746","10","2","17","0","0","52","7","6","535","0","10","312809"
"249","Thomas Coggins","239","0","Carolina","US","4699","8","0","5","0","0","38","3","3","189","0","12","312389"
"250","Derek Fedkenheuer","237","0","Midwest","US","3783","10","2","15","0","0","40","3","8","253","0","9","288923"
"251","Brady Uotinen","236","0","Midwest","US","1844","9","1","6","2","0","40","4","4","193","0","11","299898"
"252","Jeremy Thornton","234","0","West","US","2873","2","2","2","6","1","2","2","2","76","0","3","45665"
"253","Jacob Lassiter","234","0","Mid-South","US","1753","6","2","4","4","0","12","4","4","122","0","6","307865"
"254","Kolin Schilt","233","0","Ohio","US","2197","7","3","6","0","0","30","4","5","171","0","7","266118"
"255","Cole Harvey","232","0","Pennsylvania","US","5887","6","5","10","15","0","24","5","4","348","1","7","314859"
"256","Eric Burke","232","0","Georgia","US","2240","7","2","10","4","0","18","5","5","321","0","8","49986"
"257","Lee Fetchenhier","231","0","Midwest","US","2367","3","3","3","27","0","8","2","3","114","1","4","56442"
"258","Rocky Battenfield","230","0","Great Plains","US","5988","8","1","4","0","0","26","2","4","117","0","7","64463"
"259","Randy Huff","229","0","Texas","US","1643","7","2","8","0","0","40","5","5","253","0","8","278094"
"260","Randy Davis3","228","0","Canada","CA","1328","9","3","10","4","0","20","7","6","177","0","8","231207"
"261","Petie Madrid","224","0","Virginias","US","947","10","0","14","0","0","44","4","8","318","0","11","75100"
"262","Bryan Metterle","222","0","Florida","US","2734","5","4","7","0","0","24","3","3","264","0","8","154004"
"263","Jake Humphrey","221","0","Indiana","US","2137","7","2","6","0","0","26","4","4","219","0","6","230993"
"264","Bryson Banks","220","0","Mid-South","US","3268","7","5","14","0","0","78","6","5","350","0","6","300970"
"265","Jeffrey Lanham","219","0","Ohio","US","2636","5","3","9","1","0","36","6","4","289","0","4","271969"
"266","Andrew Gates","219","0","Canada","CA","1843","7","2","5","0","0","22","3","3","167","0","8","194285"
