"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
"114","Torryn Shurts","364","0","Great Plains","US","2930","5","4","7","65","2","12","3","4","185","1","4","266676"
"115","Kevin Swank","353","0","Midwest","US","2430","7","5","23","10","0","58","5","8","561","1","7","330068"
"116","Dylan R. Houser","344","0","Florida","US","7680","3","8","11","141","5","22","1","3","284","5","2","268611"
"117","Ryan Diatte","340","0","California Club","US","4816","4","10","14","135","4","28","2","4","382","8","3","342657"
"118","Randall Thompson2","334","0","Midwest","US","1117","9","0","12","0","0","38","4","8","319","0","9","302769"
"119","Tommy Lanham Jr","330","0","Mid-South","US","983","7","4","9","0","0","26","7","8","246","0","7","298867"
"120","Ryan J Flaten","326","0","Midwest","US","5238","2","3","3","36","2","10","2","3","90","1","2","232834"
"121","Benjamin Nading","325","0","Midwest","US","3407","5","11","17","49","1","50","3","4","471","2","5","268671"
"122","Matthew Brucato","324","0","Great Plains","US","1776","5","7","13","84","2","36","4","4","389","3","5","34681"
"123","Cory Whitworth","323","0","Great Plains","US","3980","3","7","8","124","4","14","2","2","229","3","2","267824"
"124","Dayton J Brewer","323","0","New York","US","2334","5","5","8","0","0","16","3","5","220","0","5","306761"
"125","Jimmy Emery2","321","0","Great Plains","US","4337","6","4","6","0","0","10","2","5","146","0","6","231228"
"126","Hayden Cardwell","319","0","Mid-South","US","7324","2","3","3","39","2","6","2","3","90","1","6","273744"
"127","Josh Robertson2","307","0","Ohio","US","3287","5","7","11","19","0","24","2","3","286","3","5","269488"
"128","Brandon Bolton","304","0","Mid-South","US","2626","5","3","4","30","1","2","3","3","90","1","6","294943"
"129","Kameron Key","304","0","Great Plains","US","3536","6","5","11","0","0","26","2","5","325","0","7","253254"
"130","Tyler Walton2","301","0","Great Plains","US","3102","3","3","4","27","2","8","2","4","120","0","3","275383"
"131","Bradley P Wilson","300","0","Great Plains","US","2498","6","3","8","30","1","8","3","5","238","1","7","233722"
"132","Dustin Helms","291","0","Carolina","US","3798","6","3","5","0","0","22","3","4","149","0","7","315913"
"133","Kyle Bethel","289","0","California Club","US","2073","4","4","5","14","0","10","3","3","149","1","5","39239"
"134","Johnnie Baptista","288","0","California Club","US","1717","6","2","9","0","0","16","4","7","223","0","7","271887"
"135","Hunter Stiffler","286","0","Pennsylvania","US","5975","5","4","5","0","0","28","2","4","148","0","6","277349"
"136","Tyler Spalding","283","0","Michigan","US","1702","6","3","6","61","2","16","7","4","129","2","4","244485"
"137","Tom Varley","282","0","Canada","CA","2080","8","3","15","27","0","36","3","8","337","1","7","42527"
"138","Isaiah Droud","281","0","Carolina","US","2504","7","3","6","0","0","16","3","6","179","0","8","268735"
"139","Brett M Osborn","277","0","Mid-South","US","3243","4","9","12","31","1","36","2","4","307","0","5","243867"
"140","Curtis Uphoff","276","0","Illinois","US","2830","7","1","6","0","0","18","4","5","169","0","7","308620"
"141","Michael Luna","274","0","Mid-South","US","1730","7","6","12","29","2","30","7","6","246","0","5","62902"
"142","Kody Kaiser","274","0","Illinois","US","2260","7","2","9","0","0","16","4","6","232","0","6","297846"
"143","Ryan Fleming3","272","0","Mid-South","US","4316","5","7","9","17","0","20","3","3","240","1","5","231601"
"144","Aaron Paule","270","0","Illinois","US","4416","6","1","5","9","1","28","1","5","139","0","5","269611"
"145","Scott Burk","269","0","Ohio","US","1782","7","2","7","0","0","22","4","5","194","0","7","321424"
"146","James Edens","266","0","California Club","US","7363","2","2","2","27","1","6","1","2","60","0","5","77711"
"147","Carl Sundberg","263","0","Scandinavia","SE","2442","6","3","9","0","0","4","3","8","264","0","7","15271"
"148","Derek Fedkenheuer","261","0","Midwest","US","3783","9","3","20","0","0","40","2","7","291","0","7","288923"
"149","Austin Moore3","261","0","Mid-South","US","4537","5","9","15","83","2","26","4","3","416","4","3","297512"
"150","Andy Taylor3","261","0","Mid-South","US","1356","7","5","23","0","0","102","7","6","475","0","7","310502"
"151","Terry Wolfe2","256","0","Mid-South","US","5517","4","5","6","60","2","4","2","3","180","1","3","268726"
"152","Paul Howard2","249","0","Midwest","US","1556","6","7","14","0","0","32","7","4","416","0","5","247446"
"153","Jason George2","249","0","Northwest","US","1058","7","4","9","0","0","16","6","8","214","0","8","313977"
"154","Adam Maier","248","0","Ohio","US","1546","8","3","10","30","1","18","4","6","243","1","7","38774"
"155","Raymond Campbell","248","0","Carolina","US","3054","6","2","7","0","0","2","4","6","120","0","6","301694"
"156","Patrick L Solari","247","0","Virginias","US","2648","4","3","4","24","1","12","3","3","114","0","5","323719"
"157","Eric Burke","247","0","Georgia","US","2156","6","1","4","0","0","10","3","4","120","0","6","49986"
"158","Derek Moore2","243","0","Canada","CA","1660","8","2","11","0","0","40","3","6","281","0","8","322682"
"159","Tanner Ruprecht","243","0","Midwest","US","1481","7","1","11","0","0","32","6","8","276","0","7","319259"
"160","Michael Mulcahy2","241","0","Australia/NZ","AU","1752","5","4","8","0","0","20","3","4","238","0","7","298801"
"161","Derek Dubree","241","0","Illinois","US","3274","4","2","3","27","0","8","2","2","90","1","4","288031"
"162","Brad Lawson","240","0","Mid-South","US","3717","5","9","11","0","0","16","4","3","296","0","5","133542"
"163","Tyson Pankow","239","0","Illinois","US","4326","5","5","10","24","0","18","3","3","299","1","5","214179"
"164","TJ McGuire","231","0","Great Plains","US","2427","6","1","4","0","0","14","2","3","120","0","8","301926"
"165","Blake Cannon","230","0","Georgia","US","5948","1","3","3","77","3","4","3","2","90","3","1","82668"
"166","David Mitchell5","229","0","Canada","CA","4046","6","5","10","0","0","10","4","3","297","0","6","269065"
"167","Jacob Leverstein","228","0","Virginias","US","5337","2","3","3","44","1","14","1","2","90","1","2","102690"
"168","Chris J Smith","228","0","Carolina","US","4101","4","3","4","0","0","8","2","2","106","0","8","245914"
"169","Chad Hundersmarck","226","0","Michigan","US","2780","4","4","4","0","0","8","2","4","118","0","5","306152"
"170","Randy Crowder","226","0","Great Plains","US","2819","5","3","5","0","0","12","3","3","150","0","6","311526"
"171","Jack Brown2","225","0","West","US","1648","8","3","10","0","0","30","5","5","280","0","8","92889"
"172","Daren Bell","224","0","Mid-South","US","1984","7","5","15","0","0","52","4","4","376","0","6","276123"
"173","Matthew Carmody","223","0","Michigan","US","2576","8","3","14","0","0","22","3","8","344","0","7","300837"
"174","Barrett Bishop","220","0","Carolina","US","6567","2","3","3","28","1","10","1","2","90","0","2","275393"
"175","Devin Turner","220","0","Mid-South","US","1867","5","4","7","0","0","10","6","4","193","0","6","308384"
"176","Skip Tuttle","219","0","Carolina","US","2781","6","2","5","0","0","14","2","3","130","0","5","256421"
"177","Chris R Cox","216","0","Midwest","US","2790","6","5","9","0","0","34","5","5","236","0","7","320040"
"178","Jeremy Moffett","216","0","Florida","US","1653","8","4","23","0","0","36","5","8","395","0","8","292999"
"179","Ashton Schleiss","216","0","Midwest","US","2131","5","2","4","0","0","16","3","3","120","0","8","283388"
"180","Peter Coberley","212","0","California Club","US","2044","6","4","9","0","0","14","3","6","266","0","5","207352"
"181","Jarrett Murphy","212","0","Indiana","US","4448","6","2","4","0","0","2","2","4","60","1","6","270582"
"182","Stan Nevins","211","0","Midwest","US","2259","7","3","14","0","0","40","2","4","380","0","6","271799"
"183","Robby Bethea","210","0","Midwest","US","1880","5","5","6","0","0","14","4","4","180","0","4","155438"
"184","Brian J. Antonio","209","0","Pennsylvania","US","3706","3","9","10","38","3","24","2","2","300","1","4","216727"
"185","Derek Drymon","209","0","Texas","US","2300","4","4","6","95","3","10","5","4","151","2","4","330352"
"186","Stuart Hanft","207","0","Indiana","US","3300","5","4","7","0","0","8","2","3","210","0","6","243525"
"187","Dylan Petty","206","0","Texas","US","2933","3","4","5","30","1","2","3","2","150","1","3","215041"
"188","Jack Leefleur","206","0","Midwest","US","1676","9","0","9","0","0","30","7","7","221","0","9","316569"
"189","Isaiah Geisel","203","0","Canada","CA","2290","4","2","3","30","1","4","4","3","89","1","4","80842"
"190","Brian Bartle","202","0","Florida","US","1400","7","1","8","0","0","20","6","4","235","0","10","292325"
"191","Daniel Potts","201","0","Mid-South","US","3092","4","4","5","56","2","8","2","2","120","2","4","204638"
"192","Daniel Price","201","0","Mid-South","US","2216","8","3","16","0","0","32","4","8","292","0","7","266616"
"193","Richard Murtaugh Jr.","199","0","New York","US","6716","5","6","7","11","0","34","1","2","204","0","5","238367"
"194","Craig Adamzak","199","0","Midwest","US","3444","6","2","6","0","0","20","2","4","149","0","7","142402"
"195","Tyler Horman","199","0","Midwest","US","1602","8","1","11","0","0","30","11","5","302","0","9","336776"
"196","Jacob Hall","198","0","Mid-South","US","3036","3","4","4","29","0","6","2","2","120","1","4","265365"
"197","Ryan Keller","196","0","Great Plains","US","3258","6","2","3","0","0","8","3","3","88","0","6","279646"
"198","Brett Springer","195","0","Great Plains","US","1721","3","5","5","0","0","8","3","2","150","0","3","292861"
"199","Blake Matjoulis","195","0","New York","US","9343","4","2","3","14","0","14","1","3","76","0","3","273418"
"200","Cody Meadows","194","0","Virginias","US","2008","4","4","5","28","1","14","3","3","149","0","6","310483"
"201","Jeffrey Barker","191","0","New York","US","2339","7","1","7","0","0","2","3","4","206","0","8","56557"
"202","Bryce Roberts","190","0","Great Plains","US","1833","3","3","3","0","0","8","4","3","90","0","5","247291"
"203","Bricen James","188","0","Northwest","US","2329","7","2","7","0","0","18","5","4","203","0","9","244456"
"204","Larry Moody","183","0","Great Plains","US","1860","3","4","4","30","1","0","6","3","120","1","4","74224"
"205","Trent Kidd","183","0","Georgia","US","2016","5","2","4","0","0","6","3","3","119","0","6","150858"
"206","Donovan Werner","182","0","Illinois","US","1406","6","4","7","0","0","14","5","3","155","0","6","296108"
"207","Troy Stuckwisch3","182","0","Illinois","US","2330","6","3","4","4","0","12","4","2","105","0","6","293382"
"208","Brandon Chretien","182","0","New York","US","2848","3","2","2","1","0","4","1","2","60","1","2","48807"
"209","Josh Stutts","181","0","Mid-South","US","1826","8","2","5","29","1","0","4","5","68","1","5","121298"
"210","Brett Rowles","179","0","Mid-South","US","2259","7","1","7","30","1","8","4","4","93","1","5","324900"
"211","Jordyn Larsen","179","0","Great Plains","US","1861","7","1","4","0","0","10","3","3","118","0","11","326606"
"212","Andrew Chenoweth","178","0","Great Plains","US","2790","4","1","2","0","0","8","3","2","60","0","5","167956"
"213","Josh Whitt","177","0","Indiana","US","2172","6","3","7","0","0","14","4","4","210","0","6","324910"
"214","Jacob Harris","177","0","Mid-South","US","3726","5","2","4","14","0","4","3","3","120","1","5","230129"
"215","Brian Williams","177","0","West","US","2174","8","1","5","0","0","14","5","5","126","0","8","32588"
"216","Ryan M Brown","177","0","Georgia","US","4123","8","1","4","0","0","22","3","3","93","0","6","246612"
"217","Erik C Gramenz","176","0","Midwest","US","3005","9","2","8","0","0","22","5","4","194","0","9","325548"
"218","Joshua LaChance","175","0","Great Plains","US","1997","5","2","4","0","0","4","3","3","93","0","7","290589"
"219","Brendan Hamilton","174","0","Australia/NZ","AU","1672","7","2","6","0","0","20","3","3","155","0","8","75975"
"220","Virgil Parriman","172","0","Mid-South","US","2016","6","3","5","19","1","16","6","4","84","0","7","310349"
"221","Matthew Lewis","172","0","Carolina","US","1908","5","1","2","0","0","2","3","2","60","0","4","27201"
"222","Daniel P Shepherd","171","0","Mid-South","US","2084","1","2","2","45","2","4","3","2","60","1","2","245335"
"223","Nate Moore","171","0","Midwest","US","2007","6","1","4","0","0","6","4","3","120","0","7","40543"
"224","Gunnar pike","170","0","Great Plains","US","1812","4","4","5","0","0","12","8","3","145","0","5","296216"
"225","Ryan Leidholm","170","0","Great Plains","US","1813","8","2","10","0","0","26","6","4","258","0","7","336693"
"226","Clint Shane Smith","169","0","Australia/NZ","AU","3077","5","3","3","1","0","16","5","2","90","1","2","141418"
"227","Drew Phillips","169","0","Michigan","US","1893","2","2","2","1","0","2","3","2","60","0","3","287832"
"228","Payton Bright","169","0","Mid-South","US","2212","3","2","2","0","0","4","3","2","59","0","3","221777"
"229","Kyle Miller","166","0","Northwest","US","3880","6","1","3","30","1","12","1","3","86","1","5","65170"
"230","Caleb Burton","165","0","Georgia","US","1590","6","3","4","0","0","8","4","4","119","0","6","230396"
"231","David Kalb","165","0","Ohio","US","4596","6","1","2","0","0","6","1","2","60","0","4","184802"
"232","Peter Weeks","165","0","Northwest","US","1282","9","1","10","0","0","42","4","6","163","0","10","288258"
"233","Brad Blaylock","164","0","Mid-South","US","2169","4","2","3","35","1","20","6","1","83","2","2","336171"
"234","Garitt Wytaske","164","0","Midwest","US","1775","5","2","3","30","1","0","3","3","60","1","5","304257"
"235","Rene Chartrand","164","0","Canada","CA","2402","5","1","3","10","0","10","3","3","90","0","6","208680"
"236","Michael Holder","163","0","West","US","2146","3","2","2","17","1","0","3","2","60","1","4","93035"
"237","Jeremy Adams","163","0","Mid-South","US","2426","4","1","2","30","1","6","2","2","60","1","5","170483"
"238","Dustin Leverknight","163","0","Pennsylvania","US","2745","8","1","4","0","0","10","2","3","72","0","6","306778"
"239","Khaled Graham","162","0","Great Plains","US","3698","3","2","2","30","1","0","2","2","60","1","3","268687"
"240","Eric Caskey","162","0","Carolina","US","2112","7","1","4","0","0","4","4","3","120","0","9","289742"
"241","Chris Westerfield","161","0","Mid-South","US","2548","5","2","2","0","0","2","5","2","60","0","5","43783"
"242","Travis Snyder Jr","160","0","Pennsylvania","US","3394","8","3","12","0","0","34","4","5","309","0","8","268737"
"243","Brian Knox","159","0","New York","US","1283","8","3","22","0","0","64","5","6","528","0","8","298420"
"244","JD Brown","159","0","California Club","US","6896","4","2","2","2","0","2","1","2","59","1","2","253462"
"245","Mookie Haney","158","0","Mid-South","US","3045","2","2","2","33","1","0","4","2","60","2","1","312016"
"246","Gary Thompson6","158","0","Great Plains","US","1624","3","6","6","14","0","10","4","2","180","0","3","327980"
"247","Brian Miller6","157","0","Northwest","US","1024","5","4","5","25","0","10","9","4","119","1","5","264784"
"248","Lyall Fisher","157","0","Australia/NZ","AU","3512","5","2","5","0","0","10","4","2","147","0","7","256860"
"249","Brandon Nordstrom","157","0","Great Plains","US","2083","8","2","8","0","0","8","3","6","207","0","8","271884"
"250","Jason M Stewart","157","0","Florida","US","1892","6","1","3","0","0","8","2","3","90","0","7","191532"
"251","Kyle Vest","156","0","Indiana","US","1734","7","2","6","0","0","18","3","5","125","0","7","302765"
"252","Justin Dunn2","154","0","California Club","US","1697","5","3","4","0","0","30","5","2","119","0","5","269258"
"253","Dustin Harper","154","0","Virginias","US","728","10","0","7","0","0","22","5","6","109","0","10","317210"
"254","Travis Trussell","152","0","Virginias","US","1595","3","3","4","41","2","8","4","2","120","1","7","18628"
"255","Jason Brown12","152","0","Ohio","US","1713","1","2","2","50","2","0","4","2","60","2","1","212686"
"256","Justin Hobbs2","152","0","Great Plains","US","1973","5","4","6","0","0","6","5","3","179","0","4","101266"
"257","Bailey Loftin","151","0","Carolina","US","1765","7","1","4","25","1","16","4","3","97","0","8","275756"
"258","Joshua Johnson9","151","0","Georgia","US","1888","7","3","8","0","0","28","4","5","213","0","6","319843"
"259","Lance Postell","151","0","Georgia","US","4314","7","1","3","0","0","4","2","3","89","0","6","306491"
"260","Chase Wascom","151","0","Mid-South","US","3030","7","1","3","0","0","8","2","2","76","0","8","292212"
"261","Zane Yost","147","0","Indiana","US","3437","1","2","2","60","2","0","2","1","60","2","1","276786"
"262","Jim Reavis","147","0","Illinois","US","3526","6","1","4","0","0","6","2","2","119","0","6","118439"
"263","Greg Ward3","147","0","Florida","US","2078","7","1","3","0","0","8","2","3","89","0","7","257902"
"264","Cullen Brown","146","0","Texas","US","3359","3","3","3","31","1","4","3","1","90","1","5","58576"
"265","Jacob Fields","146","0","Indiana","US","5992","3","2","2","9","1","4","1","1","60","0","2","248798"
"266","Lee Daniel Robinson","146","0","Mid-South","US","4307","4","1","2","30","1","4","1","2","33","2","1","269540"
