"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
"101","Clyde Saunders2","671","0","Ohio","US","1759","4","19","24","169","4","40","4","7","815","4","4","250146"
"102","Jared Turnbull","670","0","Canada","CA","1843","8","6","17","2","1","52","1","8","445","0","8","105232"
"103","Robby Bethea","667","0","Midwest","US","1880","5","15","25","21","1","66","5","8","802","1","5","155438"
"104","Joe Benson2","664","0","Australia/NZ","AU","2366","7","16","48","0","0","138","3","8","1553","0","6","267148"
"105","Andrew Towne2","663","0","Great Plains","US","1808","6","9","24","129","3","66","3","8","652","7","5","243526"
"106","Brandon Skinner","662","0","Illinois","US","2498","5","14","23","109","3","82","3","8","768","3","5","216140"
"107","Kent Turnbull","657","0","Canada","CA","1154","7","25","65","103","2","234","5","8","1816","6","5","265596"
"108","Trevor Throne","657","0","Illinois","US","6727","6","7","11","1","0","26","3","8","296","0","6","239931"
"109","Ricky Springer","656","0","Georgia","US","3361","7","2","7","30","0","26","1","5","218","0","8","176271"
"110","Justin Horn","651","0","Great Plains","US","1108","5","37","60","437","12","186","7","8","1622","11","4","178606"
"111","Cody Trammell","649","0","Indiana","US","2906","5","25","40","358","9","114","3","7","1183","9","4","118000"
"112","Bobby Morrison","649","0","Mid-South","US","1679","5","16","31","148","6","122","5","8","880","3","4","266743"
"113","Connor Budensiek","640","0","Midwest","US","3792","6","52","108","97","5","244","5","8","3414","2","7","279017"
"114","Cole Smith2","638","0","Midwest","US","1780","6","12","27","45","1","98","3","8","739","1","5","271595"
"115","Rocky Battenfield","638","0","Great Plains","US","5988","7","9","22","0","0","74","1","8","663","0","6","64463"
"116","Nathan Britton","638","0","Australia/NZ","AU","2156","6","5","14","0","0","76","2","6","488","0","8","73105"
"117","CJ Mead","635","0","Great Plains","US","1403","6","42","87","134","4","274","3","8","2481","3","6","269322"
"118","Mike Molnar","632","0","Great Plains","US","4134","8","7","14","0","0","22","2","7","351","1","7","77867"
"119","Cody Dutton","631","0","Virginias","US","3431","8","6","29","28","1","132","2","8","899","1","7","65222"
"120","Troy Lent","612","0","Northwest","US","1432","4","7","11","110","3","12","3","8","356","4","3","188661"
"121","Scott Martin5","611","0","Indiana","US","2241","5","12","20","70","2","38","4","8","651","2","6","101482"
"122","Chad Wheeler","606","0","Mid-South","US","2415","5","11","18","59","1","34","4","6","565","1","5","263476"
"123","Chase Briscoe","604","0","Indiana","US","3466","5","5","7","36","1","24","1","4","227","1","5","58176"
"124","Ross Wece","604","0","Carolina","US","2825","9","1","11","0","0","18","2","8","309","0","8","159663"
"125","Tyler Gray","602","0","West","US","1893","5","13","22","50","3","44","4","8","728","0","6","212348"
"126","Dusty Wiegert","602","0","Great Plains","US","1537","7","4","12","1","1","52","3","8","412","0","8","269693"
"127","Ricky LaDuke","601","0","Michigan","US","2538","4","7","10","59","2","20","3","6","347","2","4","56157"
"128","Patrick Enslen8","595","0","Mid-South","US","1579","8","4","24","0","0","68","3","8","779","0","8","239518"
"129","Brian Cooper","595","0","California Club","US","1756","6","7","14","36","0","52","2","8","417","2","5","275482"
"130","Aaron D Brown","592","0","Pennsylvania","US","2962","5","5","7","30","0","10","1","5","244","1","4","86779"
"131","Cody Frazon","591","0","Great Plains","US","1350","6","6","10","0","0","10","2","6","316","0","7","78566"
"132","Hank Taylor","587","0","Carolina","US","3117","4","8","10","98","2","22","2","5","314","1","6","141458"
"133","Travis Card","580","0","Mid-South","US","5342","5","14","21","247","7","48","3","6","648","4","3","90577"
"134","Nick L. Gray","577","0","Midwest","US","3272","7","4","9","18","0","40","3","7","282","1","7","253049"
"135","Alton Parsons2","576","0","Carolina","US","2156","5","4","7","3","0","24","2","4","181","0","4","52087"
"136","Ronnie Wainscott","576","0","Illinois","US","2214","8","3","11","0","0","24","2","8","356","0","9","271993"
"137","Craig Gullixson","574","0","Midwest","US","3387","6","17","30","19","1","88","4","8","996","0","6","252417"
"138","Jeremy D Elliotte","571","0","Mid-South","US","3479","6","12","24","47","1","116","3","8","797","2","7","146184"
"139","Matthew Burroughs","569","0","Atlantic","US","1881","7","2","15","0","0","48","3","8","522","0","10","66798"
"140","John Fidler","568","0","Ohio","US","4736","2","17","17","266","8","6","2","4","595","8","2","41028"
"141","Jeremiah Morgan","565","0","California Club","US","1592","4","8","9","3","0","22","3","6","315","0","4","117317"
"142","Jacob Walker2","564","0","Midwest","US","2589","7","12","37","24","1","96","3","8","984","0","7","282663"
"143","Joseph Wirth","560","0","Illinois","US","1905","6","6","18","14","0","60","5","8","508","0","7","278165"
"144","Brandon Penegar","558","0","Great Plains","US","1897","6","4","14","26","1","30","3","8","488","0","8","146174"
"145","Patrick Royalty","558","0","Great Plains","US","2031","6","15","26","2","0","96","4","8","770","0","6","274974"
"146","Andrew Chenoweth","554","0","Great Plains","US","2790","7","7","14","1","0","44","2","6","436","1","7","167956"
"147","Scott Dunlap","551","0","Pennsylvania","US","1790","7","6","32","0","0","70","2","8","988","0","8","19908"
"148","Ted Engler","549","0","Midwest","US","1927","7","4","19","5","0","46","3","8","628","1","8","65510"
"149","Jon Michael Ward","548","0","Mid-South","US","3794","5","7","13","36","1","28","3","8","436","2","5","259017"
"150","Matt Burkhart","546","0","West","US","946","6","39","87","319","9","254","8","8","2147","14","5","91555"
"151","Kyle Young","544","0","New York","US","2535","7","3","7","0","0","18","1","5","245","0","8","72798"
"152","Karson Sylvester","543","0","California Club","US","2347","5","16","24","157","4","72","5","7","738","3","5","275408"
"153","Jon Elkins","543","0","Indiana","US","2990","6","8","20","89","2","54","2","6","595","2","6","102573"
"154","Don Gallaher","543","0","Indiana","US","2037","4","12","16","81","3","22","3","6","523","0","5","195610"
"155","Michael Burnside","542","0","Texas","US","1790","7","6","18","16","1","44","3","8","497","0","8","266747"
"156","Adam Rhoades","540","0","Illinois","US","1960","5","8","15","58","2","40","3","8","422","3","4","50531"
"157","Todd LaBoube","534","0","Great Plains","US","2777","8","4","22","0","0","80","2","8","651","0","7","61698"
"158","Terry Gray","532","0","Mid-South","US","3095","2","10","10","178","5","2","3","4","350","6","2","272109"
"159","Nathan Paynter","532","0","Ohio","US","1947","7","13","31","17","0","92","4","8","960","1","7","275911"
"160","Michael Raffurty","529","0","Great Plains","US","3873","6","3","6","0","0","12","2","5","210","0","5","90667"
"161","Austin McCarty","527","0","Illinois","US","1422","4","13","15","35","1","32","11","6","493","1","5","276491"
"162","Stephen Spies","526","0","Great Plains","US","4361","8","7","16","0","0","36","3","8","426","0","7","258176"
"163","Jacob Hall","522","0","Mid-South","US","3036","5","6","9","35","1","38","3","6","315","1","6","265365"
"164","Kile Vohringer","522","0","Midwest","US","3563","6","5","7","0","0","16","3","5","211","0","6","271196"
"165","Joe Donahue","521","0","New York","US","2136","7","3","10","0","0","32","3","8","292","1","6","154888"
"166","Jason McSparron","519","0","Great Plains","US","2288","6","8","17","29","0","36","4","8","526","1","5","268159"
"167","Billy Simkins","518","0","California Club","US","2198","9","2","12","0","0","46","2","8","299","0","8","265670"
"168","Cline Everhart","515","0","Mid-South","US","4242","4","6","8","81","2","22","3","6","280","3","3","89688"
"169","Jerry Bailey","515","0","Illinois","US","1554","5","13","21","69","1","72","6","8","611","3","5","271966"
"170","Brett Wasness","515","0","Great Plains","US","1735","8","3","17","0","0","34","3","8","498","0","8","266770"
"171","Kyle Thompson","514","0","Midwest","US","1834","4","8","12","111","4","20","4","8","331","2","3","263674"
"172","Tyler Blankenship","512","0","Virginias","US","2539","6","19","39","80","3","144","7","8","1129","2","7","291532"
"173","Alex A Bergeron","510","0","Canada","CA","8534","5","4","6","49","1","20","1","4","194","2","6","246298"
"174","Travis Storjohann","508","0","Midwest","US","4900","6","15","28","0","0","76","5","8","883","0","6","275400"
"175","Ryan Keller","504","0","Great Plains","US","3258","6","10","18","33","1","44","6","8","455","1","5","279646"
"176","Justin Norwood","503","0","Carolina","US","4227","1","13","13","348","9","10","1","3","455","11","1","23734"
"177","Gavyn Manning2","503","0","California Club","US","2596","5","11","17","238","6","32","5","8","450","8","4","274663"
"178","Josh Ludwig","498","0","Midwest","US","1682","6","7","13","35","1","32","4","8","300","1","7","265456"
"179","Chase Swafford2","494","0","Mid-South","US","3715","6","12","23","105","2","56","6","8","591","0","5","246545"
"180","Cody Gloyne","491","0","Carolina","US","2974","9","4","19","32","1","36","2","7","391","1","8","262293"
"181","Damon Cooley","490","0","Ohio","US","1804","7","8","24","41","1","102","3","8","668","3","6","273748"
"182","Zack Washington","489","0","Northwest","US","2048","4","10","14","64","2","28","4","7","463","1","5","108723"
"183","Kurt Douglas","489","0","Great Plains","US","1859","9","0","22","0","0","78","2","8","593","0","10","274701"
"184","Brandon Wilson","488","0","Carolina","US","1539","1","8","8","183","5","6","1","3","280","7","1","205013"
"185","Hunter Larson","487","0","Midwest","US","1304","6","19","44","94","3","214","7","8","1112","2","5","49823"
"186","Joshua Scott","487","0","Michigan","US","2336","7","5","15","2","0","36","3","8","470","0","7","35327"
"187","Zack Lumly","485","0","California Club","US","1724","6","9","17","35","1","100","6","8","508","1","5","271380"
"188","TJ Wood","484","0","Canada","CA","2068","8","6","22","0","0","76","3","7","570","0","9","225777"
"189","Michael Luna","483","0","Mid-South","US","1730","5","11","18","33","2","50","6","8","499","1","4","62902"
"190","Justin Choate","481","0","Great Plains","US","1565","7","9","26","3","0","120","4","8","665","1","8","255397"
"191","Andy Hunter","480","0","Midwest","US","3303","6","6","11","36","1","58","3","8","339","0","7","233661"
"192","Romain Cleurennec","478","0","France","FR","1888","6","5","12","0","0","40","4","8","394","0","7","241022"
"193","Chuck Shaer","472","0","Illinois","US","1112","6","16","40","0","0","96","4","8","1307","0","9","46631"
"194","Al Brimeyer","471","0","Carolina","US","912","6","7","15","44","1","40","6","8","347","5","3","251774"
"195","Garett Estes","470","0","Mid-South","US","1849","7","11","34","33","1","134","3","8","829","2","7","257846"
"196","Jeremiah Davis","469","0","Midwest","US","2440","5","9","17","33","2","52","3","7","481","0","6","213744"
"197","Kyall Fisher","468","0","Australia/NZ","AU","3479","6","12","24","0","0","48","3","8","811","0","8","157093"
"198","Hunter Poston","467","0","Midwest","US","3228","6","8","17","81","3","80","3","7","483","1","5","160320"
"199","Brad Doss","465","0","Mid-South","US","2892","6","6","14","67","3","28","3","8","405","1","6","267753"
"200","Petie Madrid","460","0","Virginias","US","947","7","9","18","17","0","60","4","8","438","2","6","75100"
"201","Joshua Jewell","459","0","Ohio","US","3270","7","5","13","0","0","36","2","8","409","0","8","46872"
"202","Dylan W Thornton","454","0","California Club","US","2278","6","10","21","196","6","70","5","8","553","5","5","226742"
"203","Matthew Vann","452","0","Mid-South","US","1702","5","11","16","26","1","34","4","6","506","1","6","296172"
"204","Tyler Frye","451","0","Great Plains","US","2044","5","6","12","55","1","26","7","6","411","2","5","148570"
"205","Colby Smith","447","0","Texas","US","2001","6","19","37","252","6","90","3","8","1073","7","5","55137"
"206","Memphis Villarreal","446","0","Texas","US","2562","5","6","9","58","3","36","3","5","256","1","5","139121"
"207","Tyler D Hudson","445","0","Mid-South","US","7409","1","10","10","308","8","6","1","3","350","8","1","17070"
"208","Luke Zike","445","0","West","US","1759","6","8","21","0","0","42","3","8","703","0","9","78348"
"209","Kyle Miller","442","0","Northwest","US","3880","4","24","32","274","7","54","2","3","1019","10","4","65170"
"210","Matthew Rose3","440","0","Mid-South","US","988","7","7","17","85","3","66","3","6","427","2","6","231674"
"211","Jonathan Liberty","440","0","New York","US","1439","6","10","19","45","2","66","6","8","515","1","6","284748"
"212","Thomas Zinninger","439","0","Ohio","US","1481","7","3","10","1","0","20","2","6","302","0","6","66726"
"213","Dillon Raffurty","438","0","Great Plains","US","5358","1","5","5","154","5","2","1","2","175","4","1","73546"
"214","Corey Heim","438","0","Georgia","US","3348","8","3","6","0","0","8","1","3","148","0","9","112242"
"215","Timothy Donaldson","437","0","Florida","US","1559","7","5","14","0","0","26","3","8","428","0","6","227526"
"216","Tyler Summerlin2","434","0","Georgia","US","3153","3","4","4","82","1","10","1","4","140","2","4","182620"
"217","Dillon Buhr","433","0","Florida","US","3328","5","5","7","25","1","18","2","4","245","0","7","108370"
"218","Louden Reimert","433","0","Pennsylvania","US","3414","7","4","9","0","0","22","2","4","194","0","7","38333"
"219","Tyler Pearson","432","0","Mid-South","US","1982","6","13","31","204","5","124","6","8","816","7","5","99425"
"220","James Rotruck","429","0","Atlantic","US","3811","8","4","14","70","2","30","3","7","444","2","6","254321"
"221","Josh Lofing","429","0","Illinois","US","1116","6","8","20","11","1","64","8","8","553","0","5","152704"
"222","David Day","429","0","Northwest","US","2893","8","3","7","6","1","34","1","6","184","0","4","42632"
"223","Connor Younginer","426","0","Georgia","US","2995","4","6","9","9","0","30","2","3","302","1","5","113432"
"224","Zak Rounds","426","0","Michigan","US","4538","4","6","8","53","1","16","2","5","255","1","3","268296"
"225","DJ Robinson","425","0","Midwest","US","1228","7","7","29","4","0","86","3","8","773","0","8","294584"
"226","James W Hobgood","425","0","Florida","US","1723","8","4","8","0","0","34","3","6","258","0","8","226203"
"227","Johnnie Baptista","424","0","California Club","US","1717","8","9","45","2","0","94","5","8","1212","1","8","271887"
"228","Matthew Raymond","423","0","Australia/NZ","AU","2135","5","10","16","48","2","24","4","6","452","3","5","264594"
"229","Javin Coleman","423","0","Illinois","US","1610","8","5","18","29","1","74","7","8","339","1","7","267365"
"230","Josh W Phillips","423","0","Mid-South","US","4769","8","2","7","27","1","34","2","5","182","1","7","271207"
"231","Randall Zilka","423","0","Texas","US","1838","6","7","12","0","0","32","1","4","387","0","7","236723"
"232","Derek Bishop","422","0","Pennsylvania","US","1504","6","5","8","8","1","30","3","8","254","0","7","266918"
"233","Marc Molnar","413","0","Great Plains","US","3723","4","6","8","10","1","8","3","4","278","0","6","63232"
"234","Connor Parise","413","0","Atlantic","US","3807","6","6","12","0","0","36","2","6","376","0","6","263960"
"235","Trey R Rock","411","0","West","US","2142","6","3","5","0","0","16","1","4","147","0","7","173821"
"236","Matt Shannon","410","0","Illinois","US","1727","3","5","6","70","2","4","3","4","175","2","3","269073"
"237","Josh Vinci","410","0","Ohio","US","2650","6","19","36","17","0","114","3","8","1051","0","5","263898"
"238","Jimmy T. Bennett","408","0","Australia/NZ","AU","1348","5","6","9","51","1","16","3","6","254","2","3","267518"
"239","David Heileman","408","0","Midwest","US","6352","8","1","6","0","0","16","2","5","199","0","9","279273"
"240","Chris W Watkins","407","0","Texas","US","2513","6","4","6","0","0","12","2","5","177","0","7","95877"
"241","Derek Michaelsen","405","0","Indiana","US","1522","6","12","17","0","0","46","4","8","483","0","7","290618"
"242","Preston Williams","404","0","Illinois","US","2027","7","3","15","35","1","62","11","8","424","1","8","293506"
"243","Jason Dykes2","401","0","Texas","US","1806","7","29","64","39","0","210","5","8","1771","3","7","263910"
"244","Nathan Sletto","398","0","Midwest","US","1496","5","14","25","147","4","76","5","6","733","2","5","292512"
"245","Brayton Wallace","398","0","Illinois","US","4386","7","3","8","1","0","16","1","4","196","0","8","270391"
"246","Nate Anderson","397","0","Midwest","US","1504","6","10","20","9","0","90","3","5","610","1","6","77593"
"247","Brandon McCabe","397","0","Mid-South","US","1169","3","6","7","103","2","0","7","6","210","2","4","72657"
"248","Kris Steer","397","0","Mid-South","US","1489","7","6","16","9","0","46","4","8","414","1","7","268883"
"249","Chasten Boen","396","0","Great Plains","US","2904","4","14","18","89","3","44","4","5","558","1","5","269340"
"250","Josh Raichel","396","0","Pennsylvania","US","1722","5","7","10","32","1","22","3","5","335","1","5","267407"
"251","Michael Scurlock","395","0","Australia/NZ","AU","3031","7","5","16","0","0","44","4","8","507","0","8","292835"
"252","Jack Brown2","395","0","West","US","1648","8","5","14","0","0","54","3","8","414","0","9","92889"
"253","Dawson Cook","393","0","Illinois","US","1692","6","3","11","36","1","36","3","6","365","1","7","198535"
"254","Kasey Wichman","393","0","Great Plains","US","1915","6","2","5","0","0","24","2","5","175","0","7","237844"
"255","Jacob Blair","392","0","Great Plains","US","2334","8","3","17","0","0","28","1","6","498","0","9","49613"
"256","Christopher Lewis4","389","0","Ohio","US","2265","9","4","14","0","0","52","2","6","373","0","9","264604"
"257","Chess Hamby","389","0","Georgia","US","2961","6","6","13","0","0","26","2","6","431","0","7","143253"
"258","Jason Salter","387","0","Mid-South","US","5373","6","4","9","0","0","14","2","6","304","0","8","283110"
"259","Dan Shorter","384","0","Ohio","US","2372","8","0","11","0","0","24","2","8","371","0","8","53344"
"260","David Carlson","382","0","Carolina","US","2429","9","0","16","0","0","28","3","8","512","0","8","271432"
"261","Dakota McCahon","381","0","West","US","1268","7","8","39","10","0","126","8","8","1094","1","9","290792"
"262","Daniel Cannons","380","0","Australia/NZ","NZ","1350","7","12","61","0","0","130","8","8","1805","0","9","272518"
"263","JD Legg","380","0","Texas","US","2261","5","3","5","0","0","12","1","3","175","0","6","179379"
"264","Scott Shroyer","379","0","Florida","US","4340","7","12","31","45","0","70","3","8","809","1","6","273224"
"265","Thomas Lunsford","378","0","Texas","US","2630","7","4","13","16","1","50","3","7","356","1","6","257351"
