"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
"256","Nathan Smith4","187","0","Mid-South","US","3210","6","4","5","0","0","6","4","3","141","0","5","79349"
"257","Troy R Gudmonson","187","0","Midwest","US","1786","6","4","10","0","0","16","5","3","335","0","7","132594"
"258","Travis Adams","187","0","Virginias","US","4328","3","3","3","0","0","0","5","2","105","0","3","68607"
"259","Zachary Peck","186","0","Pennsylvania","US","1852","7","3","8","0","0","32","5","5","220","0","6","270106"
"260","Christopher Long3","183","0","Mid-South","US","2119","7","3","9","44","2","38","5","5","245","2","6","294430"
"261","Donnie Klein","182","0","Indiana","US","4110","4","2","3","35","1","4","5","3","105","0","4","18766"
"262","Robert Geiger iii","182","0","Florida","US","1635","7","2","8","0","0","18","5","4","237","1","5","210804"
"263","Mark Long3","182","0","Great Plains","US","3376","7","1","5","0","0","10","5","4","166","0","7","149038"
"264","Christopher Ledford","181","0","Carolina","US","1692","8","5","27","30","0","46","5","6","524","1","8","112090"
"265","Austin Matthews4","180","0","Great Plains","US","5809","6","3","4","0","0","6","2","3","140","0","6","275289"
"266","Justin Johnson2","179","0","Great Plains","US","1902","2","2","2","12","1","4","5","2","70","0","6","268005"
"267","Matthew Burroughs","179","0","Atlantic","US","1911","7","2","5","1","0","12","5","5","173","0","7","66798"
"268","Andy Crane","178","0","New York","US","1147","5","3","6","10","0","10","5","4","166","0","6","45215"
"269","Hunter Poston","177","0","Midwest","US","2879","5","2","4","0","0","6","4","4","110","0","6","160320"
"270","Justin Bieber","176","0","Northwest","US","2060","6","2","5","0","0","6","5","4","171","0","7","203384"
"271","Kyle Johnson","175","0","Midwest","US","3401","5","4","5","35","1","14","5","3","147","1","4","18765"
"272","Joseph Zeitler","175","0","Midwest","US","1376","7","3","9","5","1","16","6","6","192","0","8","262616"
"273","Dustin Bluhm","175","0","Great Plains","US","1315","7","2","7","37","1","22","7","4","107","0","6","299121"
"274","Henry Gage","175","0","California Club","US","1675","6","3","7","0","0","8","5","4","233","0","6","216716"
"275","Lyall Fisher","175","0","Australia/NZ","AU","3512","7","3","7","0","0","20","6","4","166","0","9","256860"
"276","Chris Spies","174","0","Great Plains","US","1104","7","3","12","0","0","30","5","5","326","0","6","261859"
"277","Tyler Summerlin2","174","0","Georgia","US","3153","6","2","4","20","0","12","4","3","129","0","5","182620"
"278","Kollin Hibdon","173","0","West","US","1375","6","8","15","0","0","50","11","3","394","0","6","283525"
"279","Bradley Jameson","173","0","Indiana","US","2189","7","2","6","0","0","18","5","3","202","0","7","269015"
"280","Michael Young5","173","0","West","US","1113","8","2","7","0","0","18","6","6","180","0","9","44265"
"281","Blake Lehman","172","0","Carolina","US","1771","6","5","9","0","0","6","5","5","225","0","6","303172"
"282","Everett Sheppard","172","0","Great Plains","US","1868","7","4","10","0","0","22","5","5","328","0","7","48101"
"283","Kenny Meadows","172","0","Ohio","US","2241","7","1","4","0","0","4","5","3","122","0","7","300397"
"284","Mark Whitley","172","0","Carolina","US","2055","7","1","4","0","0","6","5","4","135","0","10","232858"
"285","Damon Cooley","170","0","Ohio","US","1804","6","2","4","0","0","8","4","3","105","0","7","273748"
"286","Seth Chaney","168","0","Ohio","US","2889","4","2","3","10","0","4","5","3","101","0","5","299725"
"287","Jarrett Murphy","168","0","Indiana","US","4448","7","2","4","0","0","10","3","3","91","0","5","270582"
"288","Jim Reavis","168","0","Illinois","US","3526","8","2","5","0","0","10","6","4","146","0","6","118439"
"289","Alex Crapser","167","0","Midwest","US","2912","6","2","5","0","0","10","5","3","174","1","6","121001"
"290","Trevor Fisher","166","0","Indiana","US","4357","4","2","3","30","0","4","4","3","97","1","4","250415"
"291","Andrew Ladd","166","0","Midwest","US","1607","7","1","7","0","0","18","6","5","229","0","8","277678"
"292","Ricky Brinkman","165","0","Mid-South","US","1582","7","1","5","0","0","18","5","4","150","0","5","142626"
"293","Jerod Ballhagen","164","0","Midwest","US","1576","3","2","3","25","1","12","5","3","104","1","4","291062"
"294","Travis Anderson","164","0","Midwest","US","1483","6","2","5","0","0","12","5","4","174","0","5","196948"
"295","Ronnie Wainscott","164","0","Illinois","US","2214","8","1","7","0","0","12","7","5","209","0","9","271993"
"296","Gerald Miller2","164","0","Carolina","US","2591","9","0","6","0","0","26","4","6","180","0","8","77198"
"297","Jacob Lassiter","162","0","Mid-South","US","1753","4","4","5","35","1","4","5","3","175","1","5","307865"
"298","Sonny Hendrickson","162","0","Illinois","US","1446","6","1","3","0","0","2","5","3","105","0","8","250294"
"299","Chase F Austin","161","0","Great Plains","US","2112","6","6","10","43","1","36","5","3","281","0","6","131480"
"300","Aaron L. Shaffer","161","0","Ohio","US","2339","7","1","8","35","1","24","4","4","260","1","8","275290"
"301","Clay Wagner","161","0","Canada","CA","922","6","2","6","0","0","18","5","6","206","0","6","80942"
"302","Zack Lumly","160","0","California Club","US","1724","7","2","5","0","0","16","5","5","124","0","7","271380"
"303","Jerry Bailey","158","0","Illinois","US","1554","8","2","5","0","0","18","5","4","104","0","7","271966"
"304","Ryan Couch","157","0","Mid-South","US","1498","8","1","10","0","0","46","6","5","141","0","8","298897"
"305","Matthew Lewis","155","0","Carolina","US","1908","5","4","6","35","1","0","5","3","201","1","4","27201"
"306","Dylonn Fox","154","0","Midwest","US","5049","3","4","5","91","2","4","5","2","175","3","2","236023"
"307","Josh Raichel","154","0","Pennsylvania","US","1722","7","1","7","35","1","10","5","3","209","1","7","267407"
"308","Aaron D Johnson","154","0","West","US","1809","5","2","4","0","0","10","5","3","139","0","6","294288"
"309","Adam Teves","154","0","California Club","US","2894","8","1","4","0","0","8","4","3","138","0","11","272330"
"310","Cody Walling","153","0","Mid-South","US","2458","7","2","6","0","0","16","5","3","182","0","6","302766"
"311","David Troncoso","153","0","California Club","US","1202","8","2","10","0","0","38","6","6","317","0","8","257267"
"312","Randall Thompson2","152","0","Midwest","US","1117","9","1","7","0","0","16","7","4","205","0","10","302769"
"313","Logan Christensen","151","0","Midwest","US","1701","7","4","9","35","1","8","5","3","213","1","6","253765"
"314","Jack Brown2","149","0","West","US","1648","5","2","4","0","0","12","5","4","122","0","6","92889"
"315","Jeremy Stalter","148","0","West","US","1904","7","2","10","0","0","38","7","5","247","0","8","288410"
"316","Bryce Weldon","148","0","Great Plains","US","1829","8","2","4","0","0","24","11","3","89","0","6","268778"
"317","James Roose","148","0","Midwest","US","1566","8","2","12","0","0","28","8","6","259","0","8","303758"
"318","Corey Gordon","147","0","Carolina","US","4312","6","1","3","35","1","20","5","3","78","1","5","33164"
"319","Trey R Rock","147","0","West","US","2142","4","2","2","0","0","8","4","2","70","0","6","173821"
"320","Thomas Lunsford","147","0","Texas","US","2721","5","2","3","0","0","22","5","3","104","0","7","257351"
"321","Dillon Buhr","147","0","Florida","US","3328","7","2","4","0","0","4","5","3","139","0","7","108370"
"322","Tucker Wingo","147","0","Mid-South","US","2356","7","1","3","0","0","4","4","3","104","0","9","21680"
"323","Christopher Buller","146","0","Great Plains","US","2181","6","3","7","0","0","22","4","3","245","0","8","306086"
"324","Randall Kyle","146","0","Pennsylvania","US","667","7","3","9","0","0","26","5","4","187","0","6","270985"
"325","Jimmy T. Bennett","146","0","Australia/NZ","AU","1348","4","2","3","0","0","4","5","2","105","0","5","267518"
"326","Alexander Ostenson","146","0","Midwest","US","1545","6","2","5","0","0","14","5","4","118","0","4","117942"
"327","Robert Tarbox Jr","145","0","New York","US","1963","5","2","4","0","0","10","5","3","139","0","7","147733"
"328","John Baker3","144","0","Indiana","US","1491","4","3","4","34","1","4","5","2","140","0","4","70435"
"329","Cole Lonergan","144","0","Midwest","US","2080","5","3","6","34","1","22","4","3","187","1","4","295490"
"330","Jason Lee Ford","144","0","Mid-South","US","1632","7","3","7","0","0","22","5","4","187","0","7","301601"
"331","Michael Smyczek","144","0","Pennsylvania","US","1490","8","2","11","0","0","36","5","4","268","0","8","274769"
"332","Brandon Skinner","144","0","Illinois","US","2498","8","1","7","1","0","12","5","4","203","0","7","216140"
"333","Brady Uotinen","144","0","Midwest","US","1844","9","0","8","0","0","24","5","5","163","0","8","299898"
"334","Chase Briscoe","143","0","Indiana","US","3466","2","2","2","35","1","2","4","1","70","0","4","58176"
"335","David Finley","143","0","Illinois","US","894","7","3","6","2","0","20","5","3","147","1","7","270796"
"336","Bryan Crook","142","0","Carolina","US","1654","7","3","5","0","0","8","4","3","105","0","7","230434"
"337","Travis Parker","142","0","Michigan","US","1229","7","1","5","0","0","14","5","4","149","0","10","59091"
"338","Jeff Klopstein","141","0","Michigan","US","2023","5","3","5","35","1","6","11","2","146","1","3","79227"
"339","Karyn Casey","141","0","Australia/NZ","AU","1770","5","4","5","0","0","8","5","3","174","0","7","93997"
"340","Josh W Phillips","141","0","Mid-South","US","4769","5","2","2","0","0","4","4","2","70","0","5","271207"
"341","Benjamin Nading","141","0","Midwest","US","3407","8","1","7","0","0","28","4","5","159","0","5","268671"
"342","Ryan Burkhart","140","0","Mid-South","US","2029","4","4","6","35","1","10","5","2","180","1","5","136443"
"343","Phillip Wilson","140","0","Carolina","US","3116","7","2","5","0","0","34","5","2","120","0","9","310934"
"344","Joseph Long","139","0","Ohio","US","2112","2","2","2","23","1","4","5","2","70","0","3","110329"
"345","Chad Earnst","139","0","Pennsylvania","US","2680","6","1","3","0","0","2","5","2","105","0","4","277898"
"346","Kurt Douglas","139","0","Great Plains","US","1859","9","1","7","0","0","6","5","5","186","0","10","274701"
"347","Matthew Hoeft","138","0","Midwest","US","1859","5","5","7","68","2","16","5","3","199","2","6","268219"
"348","Zachery Dresslaer","138","0","Great Plains","US","1869","5","2","5","0","0","2","5","3","140","0","6","57859"
"349","Joseph Durbin","137","0","Florida","US","1590","7","3","6","0","0","36","4","3","141","1","5","302962"
"350","Rick Hansen2","137","0","Great Plains","US","2765","4","2","3","8","0","2","5","3","104","0","4","249032"
"351","Marc Molnar","137","0","Great Plains","US","3723","7","2","5","0","0","4","4","2","105","0","6","63232"
"352","David Earnest","137","0","Great Plains","US","1274","7","1","5","0","0","26","5","4","141","0","9","289871"
"353","Marvin Clay","136","0","Michigan","US","1506","6","6","13","35","1","24","5","2","308","1","6","292007"
"354","Cody Gloyne","136","0","Carolina","US","2958","6","3","6","35","1","16","5","2","174","0","5","262293"
"355","Tim Bills","136","0","Mid-South","US","2617","4","2","3","35","1","0","5","2","105","1","5","136733"
"356","Justin Norwood","136","0","Carolina","US","4227","4","2","2","0","0","2","4","2","70","0","3","23734"
"357","Rhett Starnes","136","0","Texas","US","2961","6","1","3","0","0","4","3","2","105","0","6","265590"
"358","Billy Simkins","136","0","California Club","US","2198","7","1","3","0","0","14","7","3","105","0","9","265670"
"359","Kenney Kulikowski","136","0","West","US","2403","8","1","5","0","0","8","5","4","172","0","10","151474"
"360","Rick McGill","135","0","Mid-South","US","1649","5","2","4","35","1","10","5","3","85","1","5","277028"
"361","Brian Cooper","135","0","California Club","US","1756","3","2","2","7","0","0","6","2","70","0","3","275482"
"362","Robert Smith29","134","0","Mid-South","US","732","7","2","4","0","0","6","5","4","140","0","6","277038"
"363","Trevor Frank2","134","0","Midwest","US","2249","7","1","6","1","0","20","5","3","177","0","8","248354"
"364","Jeremy Rose","133","0","Illinois","US","3301","2","2","2","29","1","0","5","2","70","0","3","186663"
"365","Randall Faulks","133","0","Carolina","US","1822","5","1","4","33","1","4","5","2","140","1","7","73789"
"366","Eric Moore4","133","0","Carolina","US","1295","6","2","4","0","0","8","5","2","110","0","8","269616"
"367","Derek Michaelsen","133","0","Indiana","US","1522","6","2","5","0","0","14","4","3","175","0","8","290618"
"368","Marc Gammack","133","0","Midwest","US","1674","6","2","5","0","0","16","5","4","174","0","6","175720"
"369","Jeremy Freeman6","133","0","Mid-South","US","1935","8","1","8","0","0","12","5","6","217","1","7","245893"
"370","Rory Folsom","132","0","California Club","US","1667","7","2","5","0","0","6","5","4","173","0","8","78861"
"371","Eric Barnes","132","0","Illinois","US","2409","7","1","3","0","0","8","5","3","100","0","7","143656"
"372","Scott L Robertson","132","0","Ohio","US","1512","8","0","15","0","0","54","5","6","322","0","8","268899"
"373","Clay Snider","131","0","Indiana","US","2046","4","4","5","0","0","10","4","2","175","0","5","86543"
"374","Michael Dullard","131","0","Midwest","US","2060","3","2","2","0","0","0","6","2","70","0","3","122187"
"375","Ryan J Weistart","130","0","Illinois","US","2317","6","2","4","0","0","6","5","3","105","0","8","264086"
"376","Randy Crowder","129","0","Great Plains","US","2819","6","2","5","29","1","8","5","2","108","0","8","311526"
"377","Colby Smith","129","0","Texas","US","2001","9","2","7","49","1","18","5","5","117","0","4","55137"
"378","Thomas Carberry","129","0","New Jersey","US","1125","6","3","6","0","0","12","11","3","186","0","8","301818"
"379","Kyle Vandergriff","127","0","Mid-South","US","1229","8","1","3","0","0","14","6","3","105","0","10","293009"
"380","Larry Nance","126","0","Mid-South","US","1632","8","2","11","12","1","62","5","3","322","0","7","295056"
"381","Kody Kaiser","126","0","Illinois","US","2260","9","1","8","0","0","20","5","6","147","0","9","297846"
"382","Robert Northway","126","0","Australia/NZ","NZ","1874","9","0","5","0","0","18","8","5","143","0","11","56128"
"383","Steven Partin","125","0","Ohio","US","909","4","1","2","11","1","4","5","2","70","0","6","118668"
"384","James Holt","125","0","Texas","US","1041","6","3","7","0","0","20","7","3","238","0","6","304143"
"385","T. Beau Brannon","125","0","Georgia","US","3939","6","1","3","0","0","2","5","3","102","0","7","236865"
"386","Nate Lundy","125","0","Florida","US","1305","7","1","8","0","0","16","5","4","247","0","7","280640"
"387","Blake Lappan","125","0","Great Plains","US","1811","9","1","9","0","0","6","4","5","198","0","10","81308"
"388","Zackary Anthony","124","0","Ohio","US","2234","2","2","2","1","0","0","5","2","70","1","2","268662"
"389","Brett Springer","123","0","Great Plains","US","1721","6","2","5","0","0","10","4","2","174","0","6","292861"
"390","Chris E Lawson","123","0","Mid-South","US","1291","9","1","7","0","0","20","7","5","129","0","9","189363"
"391","Steven Shady","122","0","Midwest","US","1677","3","2","2","0","0","8","5","2","70","0","3","272363"
"392","Collin Weatherholt","122","0","Indiana","US","1743","8","1","4","0","0","6","4","3","118","0","8","82813"
"393","Shae Schlaefer","120","0","Illinois","US","1075","7","3","8","0","0","22","5","4","199","0","6","267451"
"394","Darin Henderson2","120","0","Atlantic","US","1738","4","2","2","0","0","4","5","2","70","0","7","31631"
"395","Allan Downey","120","0","Canada","CA","3363","5","2","3","0","0","2","4","3","103","0","6","261151"
"396","Mark Wirth","120","0","Midwest","US","2200","6","1","2","0","0","4","5","2","65","0","6","35373"
"397","Chess Hamby","120","0","Georgia","US","2961","6","1","2","0","0","8","5","2","69","0","7","143253"
"398","Tyler Silva","120","0","California Club","US","3097","7","0","2","0","0","6","3","2","70","0","9","223228"
"399","Kevin Williamson","118","0","Carolina","US","2617","5","1","2","12","0","2","5","2","70","0","5","17936"
"400","Andrew Chenoweth","118","0","Great Plains","US","2790","6","1","3","0","0","2","6","3","70","0","5","167956"
"401","Clyde Saunders2","117","0","Ohio","US","1759","4","4","5","1","0","16","5","2","141","2","2","250146"
"402","David Heileman","117","0","Midwest","US","6545","2","3","3","1","0","2","2","1","105","0","3","279273"
"403","Matthew Zumwalt","117","0","Midwest","US","1968","7","3","15","0","0","60","6","3","484","0","7","310476"
"404","Ricky LaDuke","117","0","Michigan","US","2538","6","1","2","0","0","0","4","2","69","0","8","56157"
"405","Dylan W Thornton","117","0","California Club","US","2278","6","1","3","0","0","8","6","3","67","0","6","226742"
"406","Ray Pinson","117","0","Mid-South","US","2448","7","1","4","0","0","12","5","2","94","0","6","292524"
"407","T.J. Wright","117","0","Indiana","US","719","7","1","6","0","0","30","4","3","166","0","7","305259"
"408","Justin Horn","116","0","Great Plains","US","1108","5","3","7","70","2","18","5","2","205","2","3","178606"
"409","Jeff Sarson","116","0","Pennsylvania","US","1578","7","1","3","0","0","6","5","3","104","0","7","40009"
"410","Cameron Barrett2","116","0","Mid-South","US","1836","8","1","7","0","0","4","5","5","161","0","8","306859"
"411","Tyler Wagener","116","0","Carolina","US","1656","8","1","6","0","0","8","4","2","138","0","9","263493"
"412","Kent Turnbull","115","0","Canada","CA","1154","6","4","9","11","1","34","5","2","255","1","5","265596"
"413","Chase Wascom","115","0","Mid-South","US","3030","7","2","7","0","0","18","5","4","161","0","6","292212"
"414","Mark W Wilson","115","0","Florida","US","1260","7","1","7","0","0","14","5","5","209","0","7","49231"
"415","Carter Gregory","114","0","Indiana","US","1560","4","1","2","7","1","4","6","2","70","0","6","258360"
"416","Scott Marr","114","0","Pennsylvania","US","1323","7","3","5","0","0","22","5","3","131","0","9","296666"
"417","Benny Boudreaux","114","0","Mid-South","US","1926","4","2","3","0","0","10","5","3","68","0","7","223341"
"418","Curtis Uphoff","114","0","Illinois","US","2830","7","2","3","0","0","10","7","2","76","0","4","308620"
"419","Dan West Jr","114","0","Northwest","US","1394","5","1","2","0","0","6","5","2","70","0","5","280823"
"420","Kevin Gram","114","0","West","US","4373","8","1","3","0","0","4","5","2","103","0","9","26866"
"421","Trevor Baker3","113","0","Great Plains","US","2073","5","1","2","35","1","6","5","2","68","1","4","270990"
"422","Justin Cook4","113","0","Mid-South","US","1138","5","3","4","3","0","10","5","2","132","1","3","299192"
"423","Dalton Conner","113","0","Carolina","US","2824","7","2","5","0","0","16","5","4","172","0","7","266602"
"424","Austen Semmelmann","113","0","Midwest","US","3587","2","1","1","0","0","0","5","1","35","0","2","75333"
"425","Sean Hilts","112","0","Michigan","US","1504","7","2","7","0","0","30","5","4","152","0","6","59095"
"426","John Watters","112","0","Ohio","US","1029","8","1","7","0","0","4","5","4","219","0","8","297538"
"427","Colton W Hardy","112","0","West","US","2974","9","1","2","0","0","2","3","2","36","0","3","162481"
"428","Ryan Martin9","112","0","Virginias","US","2178","8","0","5","0","0","18","4","4","119","0","8","270589"
"429","Hunter Larson","111","0","Midwest","US","1304","8","2","9","35","1","22","5","3","206","1","7","49823"
"430","Samuel Patrick","111","0","Mid-South","US","2068","4","1","2","35","1","0","5","2","70","1","5","271152"
"431","Kyle Hill2","111","0","Carolina","US","3586","5","2","2","0","0","2","4","2","68","0","10","267107"
"432","Andrew Wiedeman","110","0","Great Plains","US","1270","6","1","2","0","0","4","5","2","69","0","9","269043"
"433","Jamie Besaw","109","0","New York","US","2085","6","2","5","0","0","8","5","3","144","0","7","170794"
"434","Tasman Smith","109","0","Virginias","US","2364","6","2","6","0","0","20","6","3","163","0","8","258451"
"435","Cameron Higgins","109","0","Texas","US","5078","5","1","2","0","0","0","5","2","70","0","7","45196"
"436","Leo McGurrin","109","0","Pennsylvania","US","1823","7","1","2","0","0","6","5","2","69","0","8","266327"
"437","Justin Hobbs2","109","0","Great Plains","US","1973","8","1","4","0","0","14","5","3","107","0","7","101266"
"438","Cody Sanborn","109","0","New England","US","2348","10","0","4","0","0","4","6","4","104","0","12","178435"
"439","Johnathan Averitt","108","0","Carolina","US","1334","5","3","5","63","1","10","7","2","159","2","4","271006"
"440","Aaron Daeffler","108","0","New York","US","2219","4","3","4","0","0","2","5","2","118","0","4","255829"
"441","Mike A. Jackson","108","0","New York","US","1847","5","3","3","14","0","2","5","2","105","1","4","272476"
"442","Andrew Faryniarz","108","0","New England","US","4372","7","1","4","0","0","0","4","2","139","0","9","251691"
"443","Cody Harris","107","0","Texas","US","1409","5","2","4","0","0","6","5","2","139","0","7","96910"
"444","Kenneth Mihalik","107","0","Florida","US","1416","6","2","4","0","0","2","5","3","123","0","7","163694"
"445","Luke Brinton","107","0","Pennsylvania","US","1090","6","2","3","0","0","2","5","3","105","0","8","295155"
"446","Josh Horn","107","0","Mid-South","US","3012","7","1","3","0","0","6","4","2","70","0","9","292737"
"447","Chris Horn","107","0","Indiana","US","2509","9","0","9","0","0","30","7","5","142","0","9","299209"
"448","Brandon Penegar","106","0","Great Plains","US","1897","5","2","3","0","0","2","5","2","104","0","6","146174"
"449","Michael Reding","105","0","Mid-South","US","2392","3","2","2","25","1","2","5","2","68","0","5","57934"
"450","Kyle Steffens","105","0","Great Plains","US","1754","7","2","4","35","1","6","6","2","89","1","6","291098"
"451","Chasten Boen","105","0","Great Plains","US","2904","7","1","2","0","0","2","4","2","70","0","10","269340"
"452","Brian Baumgarten","105","0","Michigan","US","458","8","1","6","0","0","4","11","5","89","0","9","302177"
"453","Jay Overy","105","0","Michigan","US","2573","9","0","5","0","0","6","4","4","172","0","10","267278"
"454","Adam Rhoades","104","0","Illinois","US","1991","6","1","2","0","0","4","4","2","70","0","6","50531"
"455","Raven Culp","103","0","Texas","US","1335","4","2","2","0","0","8","5","2","70","0","3","272951"
"456","Cole Spacek","102","0","Midwest","US","2490","6","3","5","2","0","26","4","2","144","0","6","302004"
"457","Andrew Kirschenman","102","0","Great Plains","US","1569","7","1","4","0","0","8","5","2","111","0","7","38105"
"458","Greg Thompson2","102","0","Ohio","US","2994","8","1","3","0","0","6","5","3","96","0","6","268551"
"459","Alan V Worth","102","0","Midwest","US","1453","8","1","4","0","0","8","8","2","106","0","9","310643"
"460","Dan Shorter","102","0","Ohio","US","2420","7","0","5","0","0","12","5","3","172","0","7","53344"
"461","Russell J Berry","101","0","Great Plains","US","1696","4","2","2","4","0","8","5","2","69","1","3","105957"
"462","Alex Rudolph","101","0","Georgia","US","1142","5","2","2","0","0","0","5","2","70","0","7","122582"
"463","Landon Hidy","101","0","Michigan","US","1416","8","0","6","0","0","28","11","4","200","0","9","114999"
"464","Christopher Kurdziel","100","0","Pennsylvania","US","3299","3","2","2","0","0","4","5","1","70","0","5","92134"
"465","Weston Newell","100","0","Great Plains","US","3293","6","1","2","10","0","8","3","2","70","0","6","257233"
"466","Wayne MacDuff III","100","0","New York","US","1648","6","0","2","0","0","2","6","2","69","0","7","277886"
"467","Mitchell Enos","100","0","California Club","US","1976","9","0","7","0","0","14","5","5","157","0","9","297912"
"468","Tanner Koster","99","0","Great Plains","US","2137","4","2","2","0","0","2","7","2","70","0","10","311086"
"469","Skyler Carroll","99","0","Great Plains","US","3380","7","0","3","0","0","6","4","2","104","0","9","289071"
"470","Jim Body","97","0","Great Plains","US","1627","7","1","3","0","0","8","4","3","70","0","8","287270"
"471","Daniel C Neumann","96","0","DE-AT-CH","DE","1524","5","2","2","0","0","6","5","2","70","0","6","100007"
"472","Kyle Quast","96","0","Midwest","US","1695","6","2","3","0","0","4","6","3","102","0","6","267366"
"473","Justin Norwood2","96","0","Carolina","US","3632","4","1","1","0","0","0","5","1","35","0","4","294945"
"474","Kendal Tucker","95","0","Carolina","US","8447","6","2","5","31","0","8","6","4","91","0","6","268718"
"475","Christian Challiner","95","0","UK and I","GB","2265","4","1","1","0","0","2","11","1","35","0","5","162441"
"476","Charles Haase","95","0","Midwest","US","1083","7","1","5","0","0","20","5","2","157","0","7","276888"
"477","Tanner Thiel","95","0","Great Plains","US","1534","8","0","5","0","0","10","5","4","90","0","9","258456"
"478","Lee Fetchenhier","94","0","Midwest","US","2367","4","2","2","0","0","4","5","2","68","0","3","56442"
"479","Jason Cooper5","94","0","Illinois","US","4166","8","1","4","0","0","2","4","3","104","0","8","300842"
"480","Jacob Walker2","93","0","Midwest","US","2589","5","2","3","35","1","10","5","2","104","1","4","282663"
"481","Joe Benson2","93","0","Australia/NZ","AU","2414","6","2","3","0","0","4","5","2","104","0","6","267148"
"482","Matt Hamner","93","0","Great Plains","US","1704","8","1","4","0","0","4","5","4","107","0","8","31291"
"483","Spencer Tart","92","0","Florida","US","2130","6","1","2","0","0","8","5","2","69","0","8","284723"
"484","Bryce Roberts","92","0","Great Plains","US","1833","7","1","2","0","0","4","5","2","50","0","10","247291"
"485","Tyler D Hudson","91","0","Mid-South","US","7409","1","2","2","56","2","2","5","1","70","1","2","17070"
"486","Tyler Jones2","91","0","Ohio","US","1173","8","2","6","0","0","14","5","2","122","0","10","150128"
"487","Cameron M Hageman","91","0","California Club","US","1615","6","1","3","0","0","6","5","2","98","0","8","88495"
"488","Jay Graves Jr","91","0","Michigan","US","1239","9","1","7","0","0","10","5","6","139","0","9","234672"
"489","Brenda Doell","91","0","Canada","CA","2074","9","0","4","0","0","16","11","4","60","0","10","301973"
"490","PJ Stergios","90","0","New England","US","2788","3","2","2","35","1","0","3","1","70","1","3","18823"
"491","KR Stolfus","90","0","Great Plains","US","1754","3","1","1","0","0","4","4","1","35","0","9","174385"
"492","Wade Bland","90","0","Canada","CA","1351","6","1","2","0","0","6","5","2","70","0","10","293734"
"493","Michael Scurlock","90","0","Australia/NZ","AU","3031","6","1","2","0","0","8","5","2","70","0","8","292835"
"494","Colton Czapanskiy","90","0","Great Plains","US","3351","7","1","3","0","0","12","5","3","91","0","8","261744"
"495","Jordon Smith","89","0","West","US","766","9","2","8","0","0","8","5","4","115","0","8","274899"
"496","John Kutz","89","0","Great Plains","US","2972","5","1","2","0","0","4","4","2","70","0","9","282781"
"497","Matt Hoffman","89","0","New Jersey","US","1840","6","1","3","0","0","4","11","2","102","0","8","42867"
"498","David Sabin","89","0","Great Plains","US","2242","8","1","3","0","0","2","5","3","69","0","8","296973"
"499","Steven Vinvent","89","0","Michigan","US","677","8","1","5","0","0","16","7","3","121","0","9","306411"
"500","Odie C Overholt","88","0","Mid-South","US","2013","4","3","4","37","1","4","5","1","139","0","5","212528"
"501","Benoit Savoie","88","0","Canada","CA","2373","7","1","3","0","0","12","5","2","103","0","6","83524"
"502","Marshall Berry","88","0","Great Plains","US","1891","8","1","4","0","0","22","5","2","88","0","8","191777"
"503","Ken McDonald","87","0","Ohio","US","1514","5","2","2","0","0","4","5","2","70","0","9","105704"
"504","Ty McWhirter","87","0","Mid-South","US","2930","7","2","6","0","0","16","5","2","182","0","7","68617"
"505","Graham A. Bowlin","86","0","Texas","US","5561","3","1","1","19","0","0","2","1","35","1","1","222922"
"506","David Garman","86","0","Mid-South","US","3187","4","1","1","0","0","4","5","1","35","0","8","290934"
"507","Gunnar pike","86","0","Great Plains","US","1812","6","1","2","0","0","4","5","2","55","0","6","296216"
"508","Blake Follmer","86","0","Midwest","US","1681","10","1","4","0","0","18","11","4","98","0","7","302044"
"509","Memphis Villarreal","86","0","Texas","US","2562","6","0","1","0","0","4","6","1","35","0","11","139121"
"510","Jared Beasley","85","0","Mid-South","US","1664","6","1","2","0","0","12","5","2","69","0","7","203279"
"511","Brett Pack","85","0","Florida","US","1200","7","1","4","22","0","8","6","4","50","1","6","269253"
"512","Alec Fett","85","0","Midwest","US","2493","8","1","4","0","0","10","6","2","73","0","7","286826"
"513","Corey Bryant","85","0","Ohio","US","2200","8","0","2","0","0","4","3","2","70","0","10","307570"
"514","Curtis Bishop","84","0","Carolina","US","1420","6","1","3","0","0","6","5","2","104","0","7","309949"
"515","Seth Geary","84","0","Florida","US","4110","8","1","4","0","0","12","4","3","104","0","8","243919"
"516","Justin Yaeger","84","0","California Club","US","1071","10","1","4","0","0","14","5","4","45","0","11","274875"
"517","Joe Letteriello","83","0","Pennsylvania","US","3985","3","2","2","0","0","0","3","1","70","0","3","79479"
"518","Jason George","83","0","Mid-South","US","3576","3","1","1","0","0","2","11","1","35","0","6","274018"
"519","Chuck Shaer","83","0","Illinois","US","1112","6","1","3","0","0","6","5","3","103","0","7","46631"
"520","Jonathan Gaston","83","0","Virginias","US","1801","6","1","3","0","0","16","5","2","77","0","5","270561"
"521","Jared Nightlinger","83","0","Michigan","US","1811","7","1","4","0","0","6","11","2","138","0","6","53585"
"522","James W Hobgood","83","0","Florida","US","1723","7","1","2","0","0","6","5","2","69","0","7","226203"
"523","Ronald Williams","83","0","Canada","CA","2375","9","0","2","0","0","6","4","2","69","0","13","87526"
